




============================================================================
O que irá executar a seguir: executar_algoritmos
============================================================================













============================================================================
Função: griewangk
============================================================================
parameter;GEOreal1_M;GEOreal1_P;GEOreal1_A;GEOreal2_M_VO;GEOreal2_P_VO;GEOreal2_A_VO;GEOreal2_M_DS;GEOreal2_P_DS;GEOreal2_A_DS;
5000;0,06582860844988928;6,907851300098141E-05;0,0019786747948509955;0,03253789421343041;0,31952410248471774;0,06413600494162387;0,0929089627150641;1,1586212187427547;0,10971851203501418;
6000;0,06178569941793456;3,659558362931356E-05;0,00141243785601162;0,022768446608104287;0,1871358304597312;0,0354858204485676;0,0796670838862828;0,5011556807153421;0,09399441029859777;
7000;0,055713769115476756;2,5010734654243966E-05;0,0009605863420199468;0,00976027053229512;0,12599379542543943;0,01323575290726478;0,06565800015495941;0,2855258349931157;0,07892287974292803;
8000;0,04845368592389261;1,2641980913235362E-05;0,0008520113845460965;0,005009990176875737;0,09333790318509662;0,012473106923049867;0,053825535548904;0,18684018705217134;0,0677351366845899;
9000;0,04118905943490836;9,86263394949049E-06;0,000784629259952896;0,004402015481182076;0,07064626009285414;0,009900290146963005;0,04382574278951206;0,13313544837698998;0,05833072225755717;
10000;0,032481000575481034;6,451074609581257E-06;0,000744577599587707;0,004402015481182076;0,05546778792901728;0,009900290146963005;0,03714657665790072;0,09627133907007715;0,050704031311420275;
12000;0,030075375745747812;5,0982999412283E-06;0,0006171164177874669;0,0013608211898186889;0,03331099217991726;0,003626510071204814;0,027169475394773254;0,05566172551177496;0,03786970859216978;
14000;0,026771928007752382;4,913535940373505E-06;0,0005337593798819227;0,0012294428170299674;0,022289216584229492;0,0017301313549152523;0,020691833087871498;0,034576789211366685;0,02939703096017153;
16000;0,01810555915188094;4,569521948930449E-06;0,0005337593798819227;0,0007794773969717488;0,016799441703914276;0,0014320848343907047;0,014038438208506965;0,022496218826505734;0,024002310941260728;
18000;0,01810555915188094;4,569521948930449E-06;0,0005294539400268812;0,0005656172214950878;0,012610774140362862;0,0014320848343907047;0,010227168444394355;0,015624011345075826;0,01937438486099922;
20000;0,01741346124909565;4,437289929187553E-06;0,0003812296640792796;0,0004932968489510996;0,008808483511207096;0,00034109534422265074;0,0083995300006051;0,010237418741229947;0,015057228772579699;
25000;0,015183296202486148;2,968641039274556E-06;0,00025540288373730366;0,00021159175265446538;0,004262653935827928;7,317020698691547E-05;0,004718998639093559;0,0040056422358654975;0,008877127849712198;
30000;0,014279688415004148;2,6579225482975432E-06;0,00021944783998151742;0,00021074249257452867;0,0020958678583021277;2,6079699127993296E-05;0,0021243792499841844;0,001758928382269469;0,005068569356285132;
35000;0,013617513271632024;2,597626931083354E-06;0,0001516538048377615;7,38832158404658E-05;0,0009729725963415112;1,3206605595593643E-05;0,0010931704693730828;0,0007943001373092191;0,0031345747361004647;
40000;0,011927448717193352;2,034032157091356E-06;0,0001369970346575747;5,587444222620777E-05;0,00045739871829025174;6,8434882729659416E-06;0,00018077761309748708;0,00035076489776076486;0,0019862939787185447;
45000;0,009807631120647246;1,6697801019473414E-06;0,0001264646445282854;4,7120560165767385E-05;0,00023548718980049064;6,436080478868672E-06;1,6078437254311274E-05;0,00011059295946956322;0,0010889639311936435;
50000;0,008871970975975592;1,420299418300437E-06;0,00012253907529906105;4,7120560165767385E-05;0,00012004296912109178;6,436080478868672E-06;5,565329598764219E-06;4,215185863363833E-05;0,0008772015151072574;
55000;0,008229565377893697;1,3203265450007178E-06;0,00011208627902713249;3,7108429660656586E-05;4,563189192346545E-05;5,709307389857544E-06;4,140780590543062E-06;1,7436895312335734E-05;0,0005055079344442612;
60000;0,007033850184521411;1,3203265450007178E-06;9,400791955218666E-05;3,22043418716054E-05;1,4525193662957514E-05;5,187273423920881E-06;3,6936087153912717E-06;8,507641571290287E-06;0,00025027735915709114;
65000;0,00661188428618943;1,027630831578151E-06;9,371021600269932E-05;2,9941982278578718E-05;8,248978540921699E-07;5,187273423920881E-06;2,904880310782462E-06;3,031226914018078E-07;0,0001286372039881215;
70000;0,006266389549976159;9,742672351786807E-07;9,038223235586804E-05;2,9599289540465713E-05;7,718906902336354E-08;3,2251457641265173E-06;2,5946865184226757E-06;1,8911480073654958E-08;5,875583380867892E-05;
75000;0,005572726167256958;9,365291737906431E-07;8,350789064056434E-05;2,8063535092436928E-05;1,2608273305845023E-08;3,2251457641265173E-06;2,21104998962561E-06;1,2193290509305623E-08;1,2509915017525748E-05;
80000;0,004290580119311379;8,586786186585256E-07;7,335023883261188E-05;2,4956841203499805E-05;6,26121121058217E-09;2,8749620994943617E-06;1,692386801302461E-06;5,1942556013035825E-09;4,651844687547499E-07;
85000;0,0038568828588842995;8,586786186585256E-07;6,588134858693831E-05;2,4956841203499805E-05;5,190546385888642E-09;2,3421633184630334E-06;1,435107438683549E-06;4,126361514118466E-09;2,2889045764250509E-07;
90000;0,0038568828588842995;8,031610407465455E-07;5,321846538834832E-05;1,7834435421165207E-05;4,690978098717839E-09;2,3421633184630334E-06;1,1971728566078604E-06;4,011465052762488E-09;1,8077774345244344E-07;
95000;0,0037052978847607228;7,841175491887564E-07;4,304822744781454E-05;1,4907435176940254E-05;4,401257484745749E-09;1,901347804398793E-06;1,1971728566078604E-06;3,972400628138954E-09;1,0072802914512274E-07;
100000;0,003418056355867961;7,841175491887564E-07;4,304822744781454E-05;1,2604371419074785E-05;3,4528812387076675E-09;1,8182625703180736E-06;1,0658131341143234E-06;3,215193940259541E-09;7,450894479363278E-08;

==========================================================
===> Melhores f(x) para cada execução:
execucao;GEOreal1_M;GEOreal1_P;GEOreal1_A;GEOreal2_M_VO;GEOreal2_P_VO;GEOreal2_A_VO;GEOreal2_M_DS;GEOreal2_P_DS;GEOreal2_A_DS;
1;0,0037290859470235074;2,3231438289182424E-07;1,1262057451425953E-05;8,086533662117719E-05;5,061380494551498E-09;8,235633025551038E-07;0,0004298186128920364;1,2805497406294846E-09;1,9313164792771006E-08;
2;0,003064993564211318;3,469391126233156E-08;0,00013038765742728715;9,020932595575268E-06;1,3079944695477578E-08;5,715356752441708E-06;7,088680739116094E-07;1,01023325105987E-08;4,272275283713518E-08;
3;0,007346194587396805;1,943796294810428E-06;1,7713763733747978E-05;9,13865902691751E-06;4,59158346821683E-10;2,1988837854499964E-07;0,00012214171294223084;8,122423485203427E-09;9,547774429908657E-09;
4;0,026119073500897726;3,9217894376309964E-08;2,6306622163296687E-05;2,68646000505538E-06;1,5179113788663264E-08;5,507829023745003E-06;8,095821991849922E-07;9,248041636745336E-10;5,179034592986198E-08;
5;0,012689525268268482;4,962198729794489E-08;0,00010027010479048429;2,2253934334361465E-05;1,075377017156771E-08;3,0037505493360427E-08;1,8584345032565912E-06;2,0731233026376955E-09;1,6493511354085505E-08;
6;0,012485058149180743;2,241045502717485E-07;0,00010656279168701308;1,6626842169857048E-05;6,272692620115025E-09;8,745964178532293E-07;8,311093016739268E-07;1,3037752141762527E-08;4,803587749782223E-08;
7;0,004055268708315831;9,018029997874761E-07;0,00011576214715620505;6,114791707525106E-06;6,112924824773553E-11;8,389781231908347E-07;3,6119789228983524E-06;1,5038941182782809E-09;8,171245131389423E-08;
8;0,0036815098224979386;3,216954837390189E-06;2,410855072386235E-05;3,757578629644575E-05;1,4590643569753079E-08;1,3535298267049985E-06;9,425321804618096E-07;1,5839911437475889E-09;5,132139623360848E-07;
9;0,0007820016673075472;7,101459980570654E-07;2,748253234340215E-06;1,1984864122665385E-06;8,891271437145304E-09;1,0290437445530923E-06;1,0518252006552074E-05;3,7228823404103303E-09;1,5622550099520765E-06;
10;0,0007745906331695469;9,605598007209163E-07;0,00017661548261014952;5,233934868157705E-06;2,791891180948692E-09;2,7632902525305903E-07;1,7803957790371724E-06;7,425689632965032E-06;1,317950171677918E-07;
11;0,002415266804647409;1,3997485218324715E-06;6,421466869267577E-05;1,406065955071064E-05;7,439992306192993E-08;5,149119249116905E-06;1,5752586505522813E-06;1,1774217963829564E-08;2,185214261713369E-08;
12;0,0027179270552703445;1,440850314768403E-06;1,4877345790228436E-05;5,9476368829104674E-06;2,968913842520566E-09;9,052242531106235E-05;1,4351324708411899E-05;8,633853234051013E-09;8,568198098564481E-07;
13;0,003281097226682909;1,6939349862341246E-06;0,0006112087831589261;1,0982207591723032E-06;4,588515786472739E-09;6,480460804097346E-06;3,436006504724254E-06;1,113411205552672E-08;1,1941771121563368E-07;
14;0,002472981120883654;1,1168662733934741E-06;3,58696746026672E-05;0,00015331823677979388;8,015668816202409E-11;2,022843937311505E-08;8,663037715885995E-07;5,3194885821254605E-09;2,3071346673809237E-07;
15;0,0054882590003495655;1,0780801603470016E-06;2,8628314787043204E-05;9,004357963989295E-05;3,920021325401802E-10;7,86397690434323E-07;1,9998857790880905E-05;1,885554867697598E-09;7,74014866441767E-08;
16;0,0016542345576670214;4,1243294057365594E-07;2,7334116651260526E-05;1,655244759303533E-05;3,501419395622809E-09;2,912402221387662E-07;8,573363460425924E-08;1,7742506829889735E-08;9,390627782084882E-08;
17;0,001122790485232407;2,0953727980230364E-06;0,00010313500058047322;7,467479495568876E-07;2,2043394327279904E-09;0,00010578120680157316;9,578409617451954E-07;3,638556307563348E-09;6,376135862984393E-08;
18;0,0039846797707450915;1,2409045681689643E-06;0,00023074400207433572;3,172493290796407E-07;8,980497315118978E-10;4,133213869239285E-05;0,001083792894713931;3,9666709551681966E-09;0,00015829284904378388;
19;0,0009792298457154795;2,0251410348320704E-06;1,3553793085858436E-05;5,879063991973024E-06;1,9831266594821535E-09;0,00018312900292849013;2,451807249874935E-07;3,5038582144592996E-07;4,722197462812838E-08;
20;0,010180772737706194;3,1013929246337183E-07;1,424054583274343E-05;1,002171160161786E-05;2,3685723372116088E-11;3,386964305428201E-07;1,2395719776912228E-07;1,5949708895414187E-10;3,7802338694022594E-07;
21;0,004237789373155945;1,3170124415257042E-06;3,889173737579885E-05;1,0300351772890866E-05;3,0970239323200117E-09;1,7685297662101753E-07;1,3129998348545055E-05;3,4581792067301664E-09;4,3257203151851054E-08;
22;0,00307891410278109;3,685843072816635E-07;0,00019636294855993926;8,486538400251126E-07;2,528503052688476E-08;1,529961451382428E-06;1,0993894864009043E-06;2,008045331742018E-08;1,0754978046939666E-07;
23;0,0035935363077839264;1,5223542860919202E-06;5,848914383274156E-06;0,00016326000736374495;8,606508764480932E-08;6,503721839317545E-06;2,684914303076328E-08;3,978130301109712E-09;3,4337616044911854E-08;
24;0,008149976602835389;3,9252001347763E-07;0,00010118015604761182;7,875981503206712E-06;1,9829905536834718E-08;4,01526316406405E-06;6,433474556608447E-07;3,32153389155452E-09;0,0007642590419193068;
25;0,010335731546024641;1,6999156080925215E-06;2,8265451488326493E-05;1,9042028672473363E-05;4,128493999668405E-10;8,622430904865389E-05;1,964010613666139E-07;5,256415375900134E-09;1,2247489740384396E-09;
26;0,0008927670050099091;2,604791655018321E-07;1,0159473633871449E-05;9,222614266306871E-06;7,824716408925876E-09;3,5162735913334004E-06;5,823012947512361E-07;3,8407443288256146E-10;1,7604730482599403E-07;
27;0,0011667800049753006;7,77467254413997E-07;5,315637967869394E-06;6,589223521340215E-05;2,7544759624829567E-09;1,233643339323612E-07;4,945623365054034E-06;3,122646781875238E-06;5,372275510129619E-08;
28;0,013857177153035687;1,5413070282714752E-07;0,0001825463704823976;3,619476599364453E-05;3,8072529466749804E-07;1,898885643680763E-06;5,079758609718072E-07;4,044799804415263E-09;1,057822133786483E-08;
29;0,0003854324569655996;9,1249854686037E-07;3,4476430247061055E-05;4,70052642153892E-06;1,99278077860599E-09;9,998610771480778E-07;0,0008902194660131617;4,4873442188453447E-10;6,002887974049161E-08;
30;0,006030516309219474;4,081969353599059E-07;6,365516725643838E-06;2,5902345492361465E-06;3,831695274591444E-06;1,6990433766585197E-08;5,447668071290379E-07;1,1348828876848718E-08;1,8979160979325192E-06;
31;0,0010395293038529734;1,2699560650586434E-07;5,358752319338676E-05;3,3474130480947316E-06;5,908293577634569E-08;2,1766844545497902E-07;7,460117497663274E-08;1,1984300816561645E-10;1,4040464873671624E-07;
32;0,00022998746102820174;2,7046088090328215E-07;3,086695564383886E-05;1,863176192676248E-06;4,248444955245491E-10;9,135021187841674E-08;0,0036852110544610267;2,748935031098063E-09;2,8880834224820797E-08;
33;0,009351628952192626;2,5941508757639745E-07;3,361814333727695E-05;1,5522167066495442E-05;4,536921889254419E-09;1,9038099651168231E-06;7,175320538650627E-07;4,180374125595658E-09;7,252538884172895E-08;
34;0,022728758058614754;6,594372845786422E-07;8,786333209710578E-05;8,565822866643653E-06;2,604966746812861E-10;1,0323722325156037E-07;0,00032359858625911626;4,825297912550761E-10;2,183241721034129E-07;
35;0,003555015485053013;8,155542375295751E-07;0,00015241653550498985;5,273956959795119E-05;1,6079323053817696E-09;3,3898678027405154E-06;2,17737520028372E-07;2,1957690639866926E-09;5,0573150478716764E-08;
36;0,005657193334164352;5,78220211511351E-07;7,91524491840229E-05;4,05515883448546E-05;3,4043430817925255E-09;1,2162130261861449E-05;4,9566110093133096E-08;6,108239595213983E-10;4,77496571934806E-08;
37;0,003121696224014478;5,3776756136671525E-06;5,923221325686641E-05;0,00015156501267808603;2,286540128478858E-09;5,2254275987248556E-06;3,781563789113846E-07;6,105977602077493E-10;0,0006853659635105067;
38;0,0009517002765176146;4,848586129966775E-07;2,918980792585448E-05;3,4234997468564856E-05;1,783267346335073E-08;1,3663039430400553E-06;1,0322367818277426E-06;3,1088539889645616E-09;6,469666684398492E-08;
39;0,0006844729903026277;1,687579724257204E-06;0,00014389698071249837;3,0173686274645944E-05;1,2852580618964202E-05;3,141160319783361E-06;1,6043778235677496E-06;4,072348902641274E-09;7,649250074553661E-08;
40;0,0004860220780745761;9,771815028093008E-07;4,856295575845732E-05;2,9488300798419928E-05;5,319712277225786E-09;1,7376394969553841E-06;5,312498755661807E-07;2,4008531513964325E-09;8,388821977214618E-05;
41;0,0029684064016620992;3,660270632184788E-08;6,754802848120086E-05;6,103650668988575E-06;5,058207780110258E-09;4,6857594711768E-06;1,9563372742707224E-07;7,547217002595111E-10;1,9629223403797513E-09;
42;0,006502262790732844;1,6261800472380763E-06;0,00014289420429027357;2,2633528391339065E-06;7,79754283225967E-10;1,5632178222149277E-05;2,64461787546918E-06;7,879485157555516E-09;2,1014145407114076E-08;
43;0,0006611208122200882;1,8172059178027625E-06;0,000323726651009007;0,00025806188453234496;4,242500148959409E-10;6,925635749997552E-07;1,2949562268148164E-06;2,2413881965455638E-10;4,143523752973908E-08;
44;0,022807233610736662;1,7314729998486922E-07;3,758790152064516E-05;1,550476585804152E-06;6,212903321257685E-09;2,780516671809244E-06;4,771123101253833E-06;1,1827480466686346E-09;1,1785002511472647E-06;
45;0,002566769587887196;3,686401313559609E-07;4,720471751983023E-05;0,0003130394506206783;2,3743123275034106E-09;3,390252081046214E-05;0,0003529875811252847;2,2017816784675526E-09;4,4672694992741873E-07;
46;0,003125521860720633;6,210533974068076E-07;9,290113261463029E-05;0,0001275436871066993;2,8749486295914834E-09;9,905134126737304E-06;1,2552997340828895E-08;2,3579028412032065E-11;0,0009322912768991204;
47;0,008392312999758556;7,907678439635158E-07;2,7460958812729955E-05;4,150155073358358E-05;3,9276198436993823E-10;2,2613068731766698E-07;2,7699633481226108E-06;6,670814043922833E-09;1,1541702860406915E-07;
48;0,010719518669484854;5,2989138503212497E-08;0,0001348710431206777;1,3722759034918311E-05;3,643913237347973E-10;2,9694075271794797E-06;4,370410237715111E-06;1,5489830504892723E-09;8,951189644371161E-05;
49;0,002855925568749539;5,831797274416607E-06;7,706282950251283E-06;2,8467322112235712E-05;9,733723236375303E-07;9,03414960035518E-06;8,61986254642716E-07;4,4778373659118357E-10;5,565435555275213E-08;
50;0,011037640751671159;1,4045569258570548E-06;1,1125747723555585E-05;1,1485983803231259E-05;1,1424026796936842E-08;1,4621126918801112E-06;3,559685987125763E-05;1,0141505589158608E-09;2,8381029467430245E-08;











============================================================================
Função: schwefel
============================================================================
parameter;GEOreal1_M;GEOreal1_P;GEOreal1_A;GEOreal2_M_VO;GEOreal2_P_VO;GEOreal2_A_VO;GEOreal2_M_DS;GEOreal2_P_DS;GEOreal2_A_DS;
meanNFE;100000;100000;100000;100091;100091;100091;100091;100091;100091;
meanFX;109,688779965783;83,03627851566027;2010,53833278874;0,00012727566241665044;0,00012727566243484034;2010,5300874562242;0,00012727566305329675;0,00012727566263492918;2010,5300874562242;
melhorFX;14,298034421081866;8,360775603170623;1302,8521022653354;0,00012727566172543447;0,00012727566172543447;1296,9803629377009;0,00012727566263492918;0,00012727566263492918;1296,9803629377002;
piorFX;197,07156816040924;271,89502120582256;3059,9754082648406;0,00012727566263492918;0,00012727566263492918;3059,970869237697;0,00012727566354442388;0,00012727566263492918;3059,970869237697;
medianFX;104,62400529346769;31,75407573303164;2020,9684228972299;0,00012727566263492918;0,00012727566263492918;2000,7023078083857;0,00012727566263492918;0,00012727566263492918;2000,7023078083853;
sdFX;45,71245853882499;84,46467365376544;449,84207121953045;3,9237339532237463E-13;3,8057983838050886E-13;451,0902581984717;4,578918687055996E-13;0;451,0902581984717;
==========================================================
===> f(x) médio para cada NFE:
NFE;GEOreal1_M;GEOreal1_P;GEOreal1_A;GEOreal2_M_VO;GEOreal2_P_VO;GEOreal2_A_VO;GEOreal2_M_DS;GEOreal2_P_DS;GEOreal2_A_DS;
5;3906,772293566184;3837,2657505167;4092,488948573395;3905,810668483084;3887,1465275278024;4110,241055299718;3938,7240176637115;3961,502021403491;4109,688478232059;
50;2938,6619539298363;2694,986513187395;4065,9778336180534;3685,253168994143;3683,6557549504587;4101,439866164141;3742,731274098271;3764,6181310145766;4104,570686849511;
100;2352,8994104956587;2190,5064234505385;4033,4213326652443;3625,9481905252715;3580,075880006925;4098,020913662035;3704,1637113593506;3675,30954825943;4095,6869802657357;
500;912,342907489447;1039,1483209944904;3775,8344541805936;1809,629722148507;1344,7095965539984;3975,271066998608;1895,632417506152;1657,2036767921936;4010,7889622142447;
1000;654,9384641529953;807,240857155266;3491,11815579948;1208,0952296104674;779,7999689311393;3821,819768959411;1310,038059564375;1057,7162361078335;3925,7208374591637;
1500;573,595617718632;624,3535550821018;3205,7255793797412;876,3111301864367;546,9623126043589;3689,425427418929;976,2938898225511;732,1323080934349;3817,2523392122725;
2000;492,6971721081991;621,1933665218621;2953,3320493184274;733,8679199061339;474,1818361281437;3586,035420219865;796,5782503553864;602,9806688917015;3685,9334488355385;
2500;451,6158004802728;619,8677150771007;2786,924124089879;579,802968051572;473,75447759722033;3472,1237376028757;693,7886909745982;474,077690098645;3598,4751654529746;
3000;423,0042721406205;573,3121216707136;2657,1710827636834;438,3740664062884;355,34654491915285;3357,9908000837513;542,4376777390021;467,3797496711614;3480,305364202614;
3500;372,74665982635406;569,2229036355191;2487,621568185596;359,2681073906076;355,3151969082012;3289,507890779579;476,24900681633994;399,86654482032145;3392,7184452987594;
4000;355,56583791990874;557,9702504383536;2384,6439643306367;355,3151500522931;343,35776420740285;3198,4126482742286;467,21044189240365;355,5570986665282;3303,614773852361;
4500;346,9880180019186;550,5286765892795;2222,5553215645377;254,4645702012042;238,81931104308433;3081,432294855362;360,3307579221769;256,1003877157882;3238,9949356373345;
5000;343,5683626870848;525,2841755585505;2166,15145097574;237,09480525992194;236,9043907697851;2965,465444728079;355,3200732540454;239,33068494364102;3151,446080105958;
6000;332,3817826702066;512,9880992464969;2038,1942571278757;236,87679650470864;236,87679651314352;2817,8693270872855;238,6157367596677;236,8767987647659;2964,696820746151;
7000;307,8066033056475;502,8224938747387;2010,9262371091936;150,0503874350593;129,35792690932158;2690,44309711251;236,87680169199712;236,87679650454106;2826,706522212685;
8000;295,9519249797347;494,2604060983317;2010,8668099593224;118,45330386172714;118,43849628989119;2541,589236280024;236,8767965045447;118,5357418964536;2685,736263170494;
9000;271,83984993368836;494,2604060983317;2010,8540805749503;118,43846596321396;118,43846195041078;2424,8729994479486;118,44157633546092;118,43846189242095;2558,238114549161;
10000;271,83984993368836;487,6821522722014;2010,8540805749503;118,43846189204305;118,43846189013811;2367,4883323381564;118,43846189454348;118,43846189010128;2454,9451354307334;
12000;247,54001213357287;443,50403681365356;2010,8540805749503;0,0022155322058097227;81,21904359686778;2239,985881429169;118,43846189010173;0,0012567582907649921;2318,333676638833;
14000;242,46337772533707;394,8497000198979;2010,848673753765;0,0001272759031962778;0,006349416126795404;2134,0565603931273;0,0017298814473178936;0,0001272769263778173;2193,4706625307763;
16000;234,0862195038062;384,5950216598251;2010,845453712528;0,00012727566354442388;0,000127277782667079;2023,0951383084275;0,00012727937564704916;0,00012727566445391858;2177,6664620475103;
18000;225,95775933209165;378,03802527891276;2010,845453712528;0,00012727566308967653;0,00012727566354442388;1979,9243655109453;0,0001272756680918974;0,00012727566445391858;2071,873528501619;
20000;214,4114664714407;371,55507515703925;2010,845453712528;0,00012727566263492918;0,00012727566263492918;1971,6438122622544;0,00012727566536341328;0,00012727566354442388;2031,9640405631321;
25000;188,20357569480643;269,0383098078664;2010,845453712528;0,00012727566263492918;0,00012727566263492918;1971,5934094702948;0,00012727566445391858;0,00012727566263492918;1976,380229286524;
30000;165,13213546005363;262,41083671086903;2010,845453712528;0,00012727566263492918;0,00012727566263492918;1971,5934094702948;0,00012727566354442388;0,00012727566263492918;1971,5934094702943;
35000;157,07713250456186;258,89648598739814;2010,845453712528;0,00012727566263492918;0,00012727566263492918;1971,5934094702948;0,00012727566354442388;0,00012727566263492918;1971,5934094702939;
40000;153,1949877193358;255,54028339382648;2010,843409699846;0,00012727566263492918;0,00012727566263492918;1971,5934094702948;0,00012727566354442388;0,00012727566263492918;1971,5934094702939;
45000;143,8874126484386;162,90330571528398;2010,842165959668;0,00012727566263492918;0,00012727566263492918;1971,5934094702948;0,00012727566354442388;0,00012727566263492918;1971,5934094702939;
50000;139,1710712743352;142,8054618084052;2010,841446862346;0,00012727566263492918;0,00012727566263492918;1971,5934094702948;0,00012727566354442388;0,00012727566263492918;1971,5934094702939;
55000;139,1710712743352;140,68319965379123;2010,841446862346;0,00012727566263492918;0,00012727566263492918;1971,5934094702943;0,00012727566354442388;0,00012727566263492918;1971,5934094702939;
60000;139,1710712743352;138,91280393156308;2010,841446862346;0,00012727566263492918;0,00012727566263492918;1971,5934094702943;0,00012727566354442388;0,00012727566263492918;1971,5934094702939;
65000;139,1710712743352;135,46764960347332;2010,841446862346;0,00012727566263492918;0,00012727566263492918;1971,5934094702943;0,00012727566354442388;0,00012727566263492918;1971,5934094702939;
70000;129,78569649655674;134,43478838251826;2010,841446862346;0,00012727566263492918;0,00012727566263492918;1971,5934094702943;0,00012727566354442388;0,00012727566263492918;1971,5934094702939;
75000;129,78569649655674;119,9823195316867;2010,8412182960028;0,00012727566263492918;0,00012727566263492918;1971,5934094702943;0,00012727566354442388;0,00012727566263492918;1971,5934094702936;
80000;126,23542836206116;45,66892743808921;2010,8412182960028;0,00012727566263492918;0,00012727566263492918;1971,5934094702943;0,00012727566354442388;0,00012727566263492918;1971,5934094702936;
85000;110,75022775248067;33,98459949760081;2010,8412182960028;0,00012727566263492918;0,00012727566263492918;1971,5934094702943;0,00012727566354442388;0,00012727566263492918;1971,5934094702936;
90000;107,50894107238582;31,841089764330263;2010,8412182960028;0,00012727566263492918;0,00012727566263492918;1971,5934094702943;0,00012727566354442388;0,00012727566263492918;1971,5934094702936;
95000;104,60569574905776;31,555062256089514;2010,8412182960028;0,00012727566263492918;0,00012727566263492918;1971,5934094702943;0,00012727566308967653;0,00012727566263492918;1971,5934094702936;
100000;104,60569574905776;31,555062256089514;2010,8412182960028;0,00012727566263492918;0,00012727566263492918;1971,5934094702943;0,00012727566263492918;0,00012727566263492918;1971,5934094702936;

==========================================================
===> Melhores f(x) para cada execução:
execucao;GEOreal1_M;GEOreal1_P;GEOreal1_A;GEOreal2_M_VO;GEOreal2_P_VO;GEOreal2_A_VO;GEOreal2_M_DS;GEOreal2_P_DS;GEOreal2_A_DS;
1;164,1581034169103;13,923548015045526;2172,1070333307607;0,00012727566263492918;0,00012727566172543447;2172,1002887900822;0,00012727566354442388;0,00012727566263492918;2172,1002887900822;
2;70,57155835706999;15,586973119351569;1803,4341741484384;0,00012727566263492918;0,00012727566263492918;1803,4271276785062;0,00012727566263492918;0,00012727566263492918;1803,427127678506;
3;168,51482959985515;32,486241572756626;1606,3881795562856;0,00012727566172543447;0,00012727566172543447;1606,3783589453196;0,00012727566354442388;0,00012727566263492918;1606,3783589453194;
4;91,03582353411821;31,142974253240936;1507,223614373872;0,00012727566263492918;0,00012727566172543447;1507,2173883725563;0,00012727566263492918;0,00012727566263492918;1507,2173883725563;
5;71,03826363338067;20,89497738566115;1500,2970010712465;0,00012727566172543447;0,00012727566263492918;1500,2902805418807;0,00012727566263492918;0,00012727566263492918;1500,2902805418807;
6;89,75246184340449;18,554200998929446;2428,202363090481;0,00012727566263492918;0,00012727566263492918;2428,195345023486;0,00012727566354442388;0,00012727566263492918;2428,195345023486;
7;126,7467297911262;259,49547554455967;2369,063634542471;0,00012727566172543447;0,00012727566263492918;2369,057179008556;0,00012727566263492918;0,00012727566263492918;2369,057179008556;
8;48,947954892026246;116,5375818158318;2020,9684228972299;0,00012727566263492918;0,00012727566263492918;2020,9563087958406;0,00012727566263492918;0,00012727566263492918;2020,9563087958404;
9;61,807367437858375;15,00223897215983;1678,9955934373074;0,00012727566172543447;0,00012727566263492918;1678,991564238776;0,00012727566354442388;0,00012727566263492918;1678,9915642387755;
10;171,20902793188816;271,89502120582256;1566,4218580569675;0,00012727566172543447;0,00012727566172543447;1566,414531424633;0,00012727566354442388;0,00012727566263492918;1566,4145314246323;
11;51,04374501476286;135,50034160614587;1757,0653443497358;0,00012727566172543447;0,00012727566263492918;1855,8559164337803;0,00012727566263492918;0,00012727566263492918;1855,8559164337803;
12;158,96428593360042;25,312598049044936;3059,9754082648406;0,00012727566172543447;0,00012727566172543447;3059,970869237697;0,00012727566354442388;0,00012727566263492918;3059,970869237697;
13;110,39387685130396;24,144617100723735;1587,1438951184407;0,00012727566263492918;0,00012727566172543447;1587,136605811323;0,00012727566354442388;0,00012727566263492918;1587,1366058113229;
14;114,34291174451118;18,506169448944092;1756,8641547169323;0,00012727566263492918;0,00012727566263492918;1756,8571916686615;0,00012727566263492918;0,00012727566263492918;1756,8571916686615;
15;140,93645067883017;24,02462902391744;2566,7773963809004;0,00012727566263492918;0,00012727566263492918;2566,7713382357083;0,00012727566354442388;0,00012727566263492918;2566,771338235708;
16;197,07156816040924;169,73777237799231;2171,616230618226;0,00012727566263492918;0,00012727566263492918;2171,6077515158886;0,00012727566354442388;0,00012727566263492918;2171,6077515158886;
17;151,85960059460012;163,34565235854643;1704,592573237116;0,00012727566263492918;0,00012727566263492918;1704,587156447261;0,00012727566354442388;0,00012727566263492918;1704,587156447261;
18;131,58953305869636;34,71034591438183;1500,2514094270646;0,00012727566263492918;0,00012727566263492918;1500,2462320315954;0,00012727566263492918;0,00012727566263492918;1500,2462320315954;
19;14,298034421081866;160,3188112602893;1302,8521022653354;0,00012727566263492918;0,00012727566263492918;1302,8408530492125;0,00012727566263492918;0,00012727566263492918;1302,8408530492125;
20;39,13418519154948;26,14231523718354;2546,687428841862;0,00012727566263492918;0,00012727566263492918;2546,677728148209;0,00012727566354442388;0,00012727566263492918;2546,677728148209;
21;26,617101176884717;19,415821933712323;2962,907474072171;0,00012727566263492918;0,00012727566263492918;2962,897176158703;0,00012727566354442388;0,00012727566263492918;2962,8971761587027;
22;59,5649427866083;14,868475965819925;1922,3583696950247;0,00012727566263492918;0,00012727566172543447;1942,4845111322027;0,00012727566354442388;0,00012727566263492918;1942,484511132202;
