




============================================================================
Função: Griewangk
============================================================================
parameter;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
meanNFE;100068;100000;100068;100000;100068;100000;100068;100000;
meanFX;0,00487429687147326;0,0840275633388316;0,0030766524421601037;0,0039836583686504575;0,006402283792782666;0,038655258351816234;0,0021697280233128045;0,005505911367992195;
sdFX;0,008130640267194848;0,23523274402036304;0,005701402791113122;0,004904463481230566;0,009694837777067727;0,07019742479930999;0,00412126116999518;0,005853022959595703;
==========================================================
===> f(x) médio para cada NFE:
NFE;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
1000;176,90869625588013;0,8344021896753876;232,61651751226873;0,5706570556272661;181,72481280886888;0,7460823485633541;236,38496749895003;0,33821731788929277;
1500;104,65499288221537;0,6521297121944655;162,4957720668817;0,46403016213403797;109,19391820581008;0,6688985002817585;163,0969336614746;0,23353012511022628;
2000;58,958619309003886;0,503539564246082;109,22590378080224;0,3540716923947956;65,21968453406954;0,5564186267531691;111,29483543762046;0,2120921840769218;
2500;32,6019327596637;0,3550679391800955;72,8762303356135;0,2778677576365966;37,05094175526463;0,48857744603491726;74,94002019657256;0,20016236960876607;
3000;17,636652624758018;0,28937827742979655;48,88805546251117;0,2546432807967582;20,516820382677857;0,46081682498669607;49,31050305667506;0,1833209473777613;
3500;9,719553465684736;0,24375915523488714;31,366017131786634;0,23717888791363337;10,681653744221528;0,43689614727705994;32,07854046161529;0,08188953882434281;
4000;5,191928298390186;0,23440057325916194;20,379611826309155;0,21423831505139784;5,498904083139898;0,40616664915647727;21,11299636554304;0,07363191260923074;
4500;2,5367883406367615;0,22233377349419875;12,28515794235231;0,1528039384526441;2,5701326553904362;0,3913038253308182;13,389976344322813;0,06366976814109081;
5000;1,2663088948053245;0,18521979268821198;7,543792540971374;0,14021859843353313;1,1859231374143469;0,3565997056026125;8,300989393820343;0,05874175039060572;
6000;0,4185274011026853;0,1619977740882142;2,63661728979177;0,04428345140976134;0,4007183499513616;0,20806453124504423;2,9895670303088933;0,048452399875667546;
7000;0,2571820714112513;0,11136232445418927;0,8927476757746746;0,03866965552231941;0,24503757549425542;0,18184842760096168;0,9050625639480055;0,04248031100031885;
8000;0,16800719788334018;0,10291886003048019;0,3893324688886653;0,03320826179813105;0,1597553459954522;0,15078650775531816;0,399035195274958;0,03579376368360601;
9000;0,11012184216025654;0,07636960255051287;0,2627992852269526;0,026645646008915554;0,10765065227027536;0,09951004206492335;0,2656166442094737;0,031248501534400095;
10000;0,07268237980515903;0,013189659311430407;0,17992446641297893;0,022120060516043368;0,07021804310511663;0,07787005209466712;0,1845508584641524;0,025068219836951865;
12000;0,033538361336939194;0,005827693082014169;0,09241463335910159;0,014924721749966825;0,03253586164594783;0,009452992014780587;0,09402359819979667;0,017192815184505057;
14000;0,01891838857237934;0,004830182627043556;0,04850613286289802;0,011075447134460318;0,018926565408576887;0,006661637628482085;0,04511187192218442;0,0124229153276522;
16000;0,01201888857359696;0,004117403130441869;0,024918761623351587;0,00935857472167403;0,0123346921907423;0,00598809841515189;0,02297807031852752;0,01012647309182485;
18000;0,00822757997143893;0,0023459564030512674;0,014847308778939224;0,007473392289379472;0,00818169198916038;0,004677818860110922;0,014286463162713774;0,00869480374618486;
20000;0,005610570557121525;0,00036626620207058343;0,009434147693835677;0,006133724572602026;0,0056658257566136174;0,004578416366927318;0,009048640783088407;0,007985974017875694;
25000;0,002314453239344511;0,0002521412231655336;0,0035665872892560045;0,0029051246951592863;0,0024567796264225185;0,0020337693802677404;0,0035401374037985762;0,005495182145972113;
30000;0,0010655053362492054;0,00013889476869866316;0,0014377980431007026;0,001919692257342704;0,00111302110700825;0,0002804534722906259;0,0014189426168964999;0,003192138702247858;
35000;0,0004304852044600943;9,751465689053687E-05;0,0006321657631146138;0,001145766909712717;0,0005654042769960911;9,323597792265064E-05;0,0005422167727336324;0,002377519236010651;
40000;0,00018908223818272116;5,64331438821388E-05;0,0002570299851421039;0,0008090993926335012;0,00033763280612745454;6,559856795799553E-05;0,00022108277430457472;0,001754932697033805;
45000;5,4132428999015764E-05;2,6000318890271592E-05;0,00010067211207390197;0,0004544206309082932;0,00017877504865900816;6,09853331048044E-05;9,01467325390295E-05;0,000983313159284606;
50000;3,068096608091827E-05;2,1521819436006272E-05;4,1879068725505135E-05;0,0002935855939190224;7,865803588029649E-05;5,079463654980473E-05;4,3282835165510435E-05;0,00043146778584902604;
55000;1,0804686588548123E-05;1,9940513234991916E-05;1,7401637240849916E-05;0,00016022743052879174;3,7636502760353426E-05;4,7093046098876836E-05;1,0561917546173549E-05;0,00042088770323996946;
60000;4,437918872096442E-06;1,9940513234991916E-05;9,992868868491503E-06;8,563224305165154E-05;2,0070157916966747E-05;4,6178335436854804E-05;5,353532769518122E-06;0,00021931386208099413;
65000;2,686140057297275E-06;1,9582783798383104E-05;4,068949859128423E-06;2,3254929757821756E-05;1,956368481275817E-05;4,524794247359309E-05;4,853188287516986E-06;0,0001731994306946231;
70000;6,859159181890354E-07;1,7215537436715882E-05;2,2586548459481984E-06;2,213411969229228E-05;1,6005606117373645E-05;1,4223051540023066E-05;2,05759000791841E-06;0,00015955329207253827;
75000;3,692398176045601E-07;1,6228439069196217E-05;1,3535594506259035E-06;2,20941874463001E-05;1,3100802086668373E-05;1,2953384353521108E-05;1,7751130941922125E-06;0,00012484923113784368;
80000;3,538238576688065E-08;1,4973972166498486E-05;8,521236410760001E-07;1,3329786588518167E-05;5,330694740904167E-08;1,242761464742455E-05;1,9793365515633231E-07;7,486517276507137E-05;
85000;2,3298952614851453E-08;1,4350995310198051E-05;1,732152877415522E-07;1,3281017217105693E-05;4,3831295485342006E-08;1,1206939676438426E-05;1,4971214462087433E-07;6,818238379713957E-05;
90000;2,0690115306113262E-08;1,1187114866395643E-05;1,6816799407359028E-07;1,3281017217105693E-05;3,4300510175268256E-08;1,0869419244391933E-05;3,8912739755644536E-08;6,793982495835192E-05;
95000;1,736297106701601E-08;1,0781292452930766E-05;1,675052300007065E-07;1,0499482124561603E-05;3,253692186067567E-08;9,781215242161271E-06;2,9071385946929075E-08;6,777504254601935E-05;
100000;1,684934234769335E-08;9,925120801514387E-06;1,3873637933330804E-08;9,642381385234539E-06;2,9618081925569978E-08;9,537128521821939E-06;2,8231511406251203E-08;6,741887375609048E-05;

==========================================================
===> Melhores f(x) para cada execução:
execucao;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
1;2,9263385600161907E-09;1,5971002353630027E-05;9,550947056213487E-10;2,1627358335075637E-05;1,3809151940499531E-09;4,930514170250863E-07;1,2471484026551791E-09;1,6966938094902323E-06;
2;2,0805604667915973E-08;3,1674431268296547E-06;2,2859552251579516E-07;8,509334633874571E-07;1,5423579808954112E-08;1,7259744699683117E-05;1,107057486302907E-08;7,199144480574798E-07;
3;5,804675739836413E-09;3,9919512778411135E-07;2,938702705518968E-08;6,552747582539886E-08;1,0968133576315207E-08;2,9681575025731953E-06;2,2234095346684484E-08;3,318330081052727E-06;
4;2,229706173478427E-09;3,983627047323023E-05;9,036342918718264E-09;3,2188532716680204E-07;1,962899001618277E-09;2,792755548723116E-06;3,3687047078519154E-08;3,22363718261804E-05;
5;2,0556778609666382E-08;1,0245490358771388E-06;2,8095549874380907E-09;3,5004498595340925E-06;2,5626213519336112E-08;5,7010830576321965E-05;2,354319118462309E-09;2,192319617307446E-07;
6;2,8598674747350794E-08;6,522332819123092E-07;2,7278141296538476E-09;1,7567252372108937E-07;1,3780504585777444E-08;4,745864375507853E-06;4,131511057157683E-09;2,352839854683041E-06;
7;7,989273682995856E-09;1,4009811138290046E-05;8,769348311517909E-09;3,0780514471181145E-05;6,188097084937531E-09;5,212167756932612E-06;2,8939069679372125E-09;7,263962140779872E-06;
8;2,3569893426417482E-09;7,258693697929746E-06;9,37088429843475E-11;6,4685325649314075E-06;9,482875274293192E-08;1,5172276069691313E-06;1,2951397549384369E-08;6,533859379742178E-06;
9;1,4752913576135217E-09;5,085661111279229E-06;3,380738769549208E-08;1,5349080860801363E-06;3,447841649072864E-07;1,0007214141836127E-05;3,4161858647123125E-10;8,527582444721542E-07;
10;4,697977062614617E-10;7,59122222717486E-07;2,993184805336237E-08;4,30343364980218E-06;1,181575180141507E-08;7,670385660168603E-06;1,817270763017082E-08;3,24393080098964E-06;
11;2,6938244204771665E-09;2,0116334870268437E-06;2,620633130112874E-09;4,549652132911319E-07;9,163965183181221E-08;3,532057584039289E-06;4,376918572901576E-08;7,5585229752353775E-06;
12;3,442008097641481E-08;2,361093948033639E-06;6,969403105331085E-10;2,2194006024205346E-06;9,901703599309393E-09;6,443942756319594E-07;2,127128954156319E-09;8,149375963058694E-08;
13;8,643578267392427E-09;8,255181704469735E-06;3,6963998146380285E-09;1,7588728738251145E-07;4,065483572763207E-09;4,721134853031222E-07;9,012388751229664E-09;8,209823440113567E-07;
14;1,0324777780337843E-08;1,6954747830064627E-06;2,154175988595302E-09;6,08841132525877E-07;7,770581198481134E-09;4,842063684099947E-06;2,0931855027413982E-09;6,37400356446189E-06;
15;1,3343966250671554E-07;1,8241404138137913E-05;4,172278907385204E-09;5,571980573475927E-06;5,835735772810946E-08;2,2834579480301595E-07;1,2006429275376658E-08;6,387803541111679E-08;
16;3,7306693338408684E-08;1,20573668466025E-06;1,885170358034971E-09;7,068092764701876E-06;9,052985666843998E-09;1,6985985006121736E-05;1,2072385786793372E-09;9,416029657498661E-07;
17;3,734499982886967E-09;7,614400241811375E-06;5,3919077227748574E-08;8,677166747498884E-06;4,8502481015243474E-08;2,355607385189485E-05;7,850319501590521E-09;1,5890448059062577E-06;
18;2,152908347703077E-09;3,307016639497863E-06;4,101864873161791E-09;1,0243512308549334E-05;3,828817956961355E-08;9,204610531969761E-06;5,11090679478368E-09;8,877537442582603E-07;
19;2,7487775162323798E-08;1,50084063381715E-05;6,451747523940522E-09;0,00017850343358328087;1,426071109972316E-08;2,7359136026919695E-05;3,703975565614493E-08;4,193282789700547E-06;
20;1,481161187421643E-08;5,007995792053325E-06;1,5569017238324688E-08;7,637089941351453E-06;9,234426168360865E-09;1,560908762789341E-07;1,833877983164085E-08;6,494359190786598E-07;
21;1,0778081801302065E-09;1,8110569768958232E-05;7,937766703600027E-09;8,243784956073092E-10;8,096031194130289E-09;1,1242268634974774E-05;4,242927726280352E-09;1,298259298669685E-05;
22;7,180670687637941E-10;1,386788676283326E-05;1,8333358172453438E-08;6,331460298524263E-06;1,9227035666407E-08;3,0375948546614487E-05;3,2091462864581512E-09;4,597114074769019E-07;
23;8,11721140169201E-10;2,02706114381033E-06;2,8985382986304326E-09;4,748543318036126E-06;5,6344708073255766E-09;8,743069830720561E-06;2,446946183529829E-08;9,21086033746268E-07;
24;3,1190721168178635E-09;2,049285348237518E-06;8,45665041156E-09;1,0043566847173274E-07;4,436862541875021E-09;4,487375060896921E-06;2,6012767745858345E-09;5,245867245067025E-07;
25;3,5746458862143003E-09;4,486379666118218E-06;3,226453177596301E-08;4,146541571640636E-06;3,469777554947204E-09;6,048628493000351E-07;1,7264615884339328E-08;1,905237891586167E-06;
26;1,638477665697123E-10;2,0794516463415507E-06;4,082031809097823E-09;5,417602007467992E-07;2,943455372320011E-08;8,249132028683449E-06;2,7244045113403534E-09;1,3448470771777786E-07;
27;2,7738013639637444E-08;1,0352416390962944E-05;2,0337607810845956E-08;3,78089136275321E-07;1,3142283744623122E-08;5,621801881438811E-06;2,0740140236969817E-09;4,183985107107949E-06;
28;2,3808191688221908E-08;4,304367457276584E-06;3,884540600602657E-09;1,2264663655967617E-06;9,91386159010085E-10;2,1308365628447518E-05;8,726257103215522E-07;4,183898177042647E-07;
29;1,7416874953732512E-08;1,6523781108181731E-06;1,9492314794865466E-08;1,702708442836577E-05;2,1394117388688964E-08;1,0343240759534632E-05;5,9233947719109544E-09;6,118341868958323E-08;
30;2,277688321598046E-08;1,1192604848897322E-05;1,1449660109881843E-09;6,642268462578301E-07;4,5986505693013735E-09;6,345441884352042E-06;3,8446583937948503E-10;4,547310211323477E-06;
31;2,699746691867319E-08;2,4835493193838537E-05;8,93270919038894E-09;4,235624135983834E-07;1,3396681789197648E-08;3,5426880920841743E-06;8,384887693305418E-09;9,31771518315551E-07;
32;3,234269789853439E-08;7,731823284162473E-07;8,419511347156336E-09;5,8714570154344805E-06;2,5013034115386347E-09;1,0264807650380304E-05;8,07352874475833E-09;3,6392160821946595E-06;
33;7,492504022540268E-08;1,6963976353102147E-05;4,027434279684636E-09;6,237789406269262E-07;5,844121252434623E-11;5,054278778384936E-06;1,0422608381744902E-08;0,00010731355403755979;
34;1,3681129101337496E-08;4,40569631170699E-06;1,499093908218197E-09;2,4573454858467587E-07;4,984355792682232E-09;7,80926360775498E-06;4,765456323449568E-10;1,1732146034683827E-07;
35;4,038312979035046E-08;1,8387607713410362E-06;5,717436839423473E-08;4,416918311960092E-06;4,523194615337223E-09;4,774695530333912E-06;4,977433237651557E-09;6,625159701098487E-06;
36;8,948813596487582E-09;1,4780895082366426E-05;1,0581376424309175E-08;2,986237130776219E-07;7,521813944714591E-08;1,5025104634218373E-05;1,3733783537462253E-09;8,282617527391606E-06;
37;1,6350511827766824E-08;4,484821173582502E-06;6,08545997048047E-11;2,322187736201376E-06;3,801749826086282E-09;6,978936817669136E-06;1,4214191594569576E-08;4,174591967404915E-08;
38;1,0009247381992157E-09;5,121805737301065E-06;9,10191503482394E-09;4,4497278053612095E-06;1,9080603528702036E-09;1,6523859218108623E-05;6,519421039843623E-09;5,563585746550963E-07;
39;2,9409880606781506E-08;1,9946907226499654E-06;4,474612218846202E-09;5,517208246558337E-07;3,0305671607487726E-08;4,936807440875692E-06;6,5868050762858275E-09;3,5024987179963854E-06;
40;2,4575257308752323E-08;1,742309521817232E-05;4,218984174253298E-09;1,3419021081078574E-06;7,110028557445115E-09;1,011165059278987E-06;3,1518071282420585E-10;0,0002130176547469991;
41;1,673732956429336E-09;2,1213504116336344E-05;5,375503412375588E-09;9,84540074437078E-06;1,186086333737513E-08;3,5474248272810043E-07;3,923371813312498E-08;1,201867573383914E-07;
42;2,0313421110809922E-08;3,153688756774086E-05;6,06482513579624E-09;1,5882352599453857E-06;1,534801181282047E-08;2,43646391355112E-06;7,261209372613472E-09;1,39761537800921E-05;
43;2,3841418288394184E-08;4,051839096108452E-05;7,517919824181234E-10;1,1343417399889876E-06;1,7627790952576128E-08;9,056272906857768E-06;2,494030234348832E-09;7,726817658540793E-06;
44;5,090408102347184E-09;1,6463871841527888E-05;2,4864294630064203E-09;3,521950237675456E-05;5,887047749931821E-09;7,4963197761618175E-06;9,0946096344302E-10;0,0006652019308527253;
45;5,54734267480196E-09;6,41601281197181E-07;3,2168017055819363E-10;2,8782364073055767E-06;8,413659709672619E-08;1,3644658919573674E-05;3,734369104509404E-09;0,0022213991750761383;
46;8,527745333371611E-09;2,8800513378657453E-06;1,1187753978514024E-09;7,428274060596786E-06;1,9293222247554387E-07;9,964682707639595E-06;3,690656977074156E-09;7,228843708675683E-07;
47;5,378526667189529E-09;8,590855518973088E-06;3,891189630416367E-09;5,041941495748112E-06;2,3360370373482424E-08;9,64948461663812E-06;1,7051778188863692E-08;5,6027017903232715E-06;
48;4,824980506875016E-09;1,5966375098472738E-06;1,0812886393065334E-09;4,211662175596634E-05;1,7365271243565043E-08;3,112839625411918E-05;7,180883679051678E-09;9,341011060360565E-07;
49;6,811907048772803E-09;5,522447629840168E-05;1,3040915058540997E-09;2,921682990239036E-07;2,692423004461348E-08;5,568306268044031E-06;2,313853334498103E-09;2,4219719501932903E-06;
50;2,2409113782499643E-08;1,9726202796644532E-06;2,5822007804818056E-09;3,0073715580823476E-05;1,3396321557157679E-08;7,655713908927995E-06;8,320256670728558E-08;1,0734044188587818E-06;






============================================================================
Função: Schwefel
============================================================================
parameter;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
meanNFE;100068;100068;100068;100000;100068;100068;100068;100000;
meanFX;0,00012727566238027066;1992,0478393821045;0,0001272756622347515;1710,975242547573;0,00012727566234389088;1990,8540457755794;0,00012727566230751107;1752,4434035034335;
sdFX;4,1250802279234683E-13;353,54121589570974;4,560447782045294E-13;291,9884046636849;4,285648824399334E-13;354,3529371418022;4,409896258812854E-13;335,86965024943856;
==========================================================
===> f(x) médio para cada NFE:
NFE;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
500;1369,0501273374475;3935,449917212686;1742,5615356136218;3550,591454876945;1215,5212285741989;3927,233794406084;1813,2729218938102;3492,51301578689;
1000;815,516314478126;3738,954821927573;1130,5089638269972;3108,8198928361817;748,607056838961;3729,793388552482;1228,0739787170976;3112,2946825189256;
1500;635,9932948135744;3540,9040093918306;906,542776312732;2839,0851763237447;552,6630204916487;3527,260594452072;918,5615632629201;2809,5056088296587;
2000;508,02778704632277;3358,11592950578;760,6478919576737;2617,2514956168893;448,1116703304682;3339,4490976567267;755,4951733917436;2617,4979634105407;
2500;450,7581862190165;3185,4220823771366;662,7156701047321;2488,2471906093288;389,6828582503012;3175,8142300695617;662,0271167314509;2497,9192905273903;
3000;414,9603285806897;3032,684196693609;563,8684944129683;2371,6268155363646;353,3821168221649;3031,5488736699276;562,815238196459;2390,9702866860957;
3500;377,2584685356368;2888,101565192742;489,2888410156466;2318,4562705112576;331,4836169416619;2891,1395334783383;491,54752347035907;2333,4101472217103;
4000;342,47718047599307;2743,2753152790415;436,5339940017431;2252,549521961789;285,0710570319992;2750,270075794393;434,93794572630577;2284,1189811464556;
4500;319,73337616185427;2624,9085298708956;395,3912560274705;2204,2403167990306;264,2469604156345;2627,654963124128;402,62525556458405;2227,3810269341125;
5000;297,09052463369227;2526,1876238271225;363,2282249917144;2178,4440141185705;253,59971406974154;2527,0979904712326;368,1032590797011;2196,877232462256;
6000;246,97594120419424;2355,7433317795894;322,35185537075216;2136,7412951218384;225,12337198024045;2367,6713115779676;311,5156625884036;2149,131838037765;
7000;206,20550714427722;2222,886223276277;275,03063778719576;2113,5126279327365;197,79187221731445;2238,306004851917;260,58713129942424;2111,5650475856023;
8000;181,54113593278774;2132,9598111722526;223,37083485327472;2083,304728404947;164,39548505620888;2139,7889934992318;229,14406681566098;2084,2913735400202;
9000;162,19725834676478;2075,12193552554;184,4577233387964;2060,604255003947;149,64806139183017;2076,305759607504;202,64538788386034;2063,933799669092;
10000;136,48470043608734;2038,646949857254;153,5183416307969;2040,7342481645185;125,4855434815129;2034,1982813024788;185,2377763160147;2046,2112355960055;
12000;102,59958455149484;2002,6213594285289;112,32287321427468;2013,166179706871;90,26418468325082;2002,0354527198715;144,55010768346216;2017,7336771582213;
14000;71,36830191965471;1993,9629223422808;91,16833657796829;1996,6063351829182;68,71847541674371;1993,5385628771646;106,21194674668091;2004,609092463713;
16000;52,78725584915356;1992,0487752530687;72,51526681248566;1980,9792620438927;50,421208490780245;1991,106769187859;77,18767127377565;1988,3850718331557;
18000;45,25854592784276;1992,047839382122;50,76247723998652;1962,014799570426;41,44770387162959;1990,8540812883532;68,71448377215992;1979,479369909063;
20000;35,78505304779969;1992,047839382111;44,343925610576804;1953,0557940436345;31,496898193163087;1990,854045775807;56,03371608086106;1957,8726721761323;
25000;23,992341818163414;1992,047839382105;15,298936760797679;1929,1695663897692;14,653778387173935;1990,8540457755794;24,45772939297528;1933,6380763070558;
30000;14,215035795065724;1992,047839382105;8,183126132044162;1908,1747818888146;7,54746827702179;1990,8540457755794;11,056388455374826;1913,6569855453265;
35000;7,106443359228415;1992,047839382105;5,8143574735974655;1888,5490503251663;4,737660660444671;1990,8540457755794;5,473686368433455;1890,4153545106992;
40000;0,00012727566565445158;1992,047839382105;3,4455909218925806;1869,8220387114409;4,737660660240054;1990,8540457755794;4,737660660240099;1877,0549991435907;
45000;0,00012727566250759993;1992,047839382105;3,445590781308565;1846,214117015001;2,368893968789698;1990,8540457755794;4,737660660239999;1863,0549909877936;
50000;0,00012727566245303025;1992,047839382105;0,0001273162738471001;1822,4476171259987;2,3688939679512897;1990,8540457755794;2,368893967951217;1845,0481932379275;
55000;0,00012727566245303025;1992,047839382105;0,00012727566239846056;1809,0616076070212;0,000127289488864335;1990,8540457755794;0,00012727566268949886;1829,4728469497693;
60000;0,00012727566245303025;1992,047839382105;0,00012727566236208076;1799,6047910907132;0,00012727566248941003;1990,8540457755794;0,00012727566243484034;1821,1879455526432;
65000;0,00012727566241665044;1992,047839382105;0,00012727566234389088;1780,948829394155;0,00012727566247122012;1990,8540457755794;0,00012727566241665044;1815,906709277989;
70000;0,00012727566241665044;1992,047839382105;0,00012727566230751107;1770,7132992619706;0,00012727566245303025;1990,8540457755794;0,00012727566238027066;1804,5862117915174;
75000;0,00012727566241665044;1992,0478393821045;0,0001272756622893212;1761,0962062411702;0,00012727566241665044;1990,8540457755794;0,00012727566238027066;1792,401576474434;
80000;0,00012727566239846056;1992,0478393821045;0,0001272756622893212;1754,2383632662275;0,00012727566241665044;1990,8540457755794;0,00012727566236208076;1781,6919723246774;
85000;0,00012727566239846056;1992,0478393821045;0,0001272756622711313;1754,2383632662275;0,00012727566239846056;1990,8540457755794;0,00012727566236208076;1778,8035044658463;
90000;0,00012727566239846056;1992,0478393821045;0,0001272756622347515;1747,4331075362365;0,00012727566238027066;1990,8540457755794;0,00012727566230751107;1765,5318107026653;
95000;0,00012727566238027066;1992,0478393821045;0,0001272756622347515;1733,627699237795;0,00012727566236208076;1990,8540457755794;0,00012727566230751107;1757,173599726318;
100000;0,00012727566238027066;1992,0478393821045;0,0001272756622347515;1710,975242547573;0,00012727566234389088;1990,8540457755794;0,00012727566230751107;1752,5971105721912;

==========================================================
===> Melhores f(x) para cada execução:
execucao;GEOreal2_P_VO;GEOreal2_N_VO;GEOreal2_P_DS;GEOreal2_N_DS;GEOreal2_P_VO_UNI;GEOreal2_N_VO_UNI;GEOreal2_P_DS_UNI;GEOreal2_N_DS_UNI;
1;0,00012727566263492918;1776,751872976808;0,00012727566263492918;1462,4488431507475;0,00012727566263492918;1776,751872976808;0,00012727566172543447;1727,3906079016942;
2;0,00012727566263492918;1993,8474938570957;0,00012727566172543447;2102,5036326009476;0,00012727566172543447;1993,8474938570962;0,00012727566263492918;1743,9020315605744;
3;0,00012727566263492918;2000,785748720491;0,00012727566263492918;1582,601673363117;0,00012727566263492918;1783,6460793299182;0,00012727566263492918;1407,3818729935488;
4;0,00012727566263492918;1638,4544679619016;0,00012727566263492918;1430,0466225374034;0,00012727566263492918;1638,4544679619016;0,00012727566172543447;1836,230815812618;
5;0,00012727566263492918;2323,689787742873;0,00012727566172543447;2045,5122544269;0,00012727566172543447;2323,689787742873;0,00012727566263492918;2261,9841012420025;
6;0,00012727566263492918;1737,2476812527493;0,00012727566172543447;1508,8242419862936;0,00012727566172543447;1737,2476812527493;0,00012727566263492918;1551,3117495784384;
7;0,00012727566263492918;1717,6354614067245;0,00012727566263492918;1226,3357654030096;0,00012727566172543447;1934,7751307972976;0,00012727566263492918;1185,393105905448;
8;0,00012727566172543447;1474,64874208178;0,00012727566263492918;1523,3929665703627;0,00012727566172543447;1474,6487420817803;0,00012727566172543447;1499,9841612100943;
9;0,00012727566263492918;1796,569604297104;0,00012727566263492918;1624,6658031546594;0,00012727566263492918;1796,569604297104;0,00012727566172543447;1234,285933924984;
10;0,00012727566172543447;2198,315907695152;0,00012727566263492918;1702,5922882084203;0,00012727566263492918;2198,315907695152;0,00012727566263492918;1957,3201471910118;
11;0,00012727566172543447;1796,4421148747133;0,00012727566263492918;2013,1821164398793;0,00012727566172543447;1974,1104940187934;0,00012727566263492918;1398,7263232963446;
12;0,00012727566172543447;1842,9680023742724;0,00012727566172543447;1717,7837517447415;0,00012727566263492918;1842,9680023742724;0,00012727566172543447;1589,787992188023;
13;0,00012727566263492918;2237,787197941645;0,00012727566172543447;1757,3334403381805;0,00012727566263492918;2237,787197941645;0,00012727566263492918;2058,691247957228;
14;0,00012727566263492918;1948,9275192912908;0,00012727566172543447;1470,2181433146861;0,00012727566263492918;1948,9275192912908;0,00012727566172543447;1646,6322197549698;
15;0,00012727566263492918;2692,328975312853;0,00012727566263492918;1939,1053443154428;0,00012727566172543447;2632,639294986583;0,00012727566263492918;1939,7244811669234;
16;0,00012727566263492918;1243,6437099971363;0,00012727566263492918;1122,7958586553364;0,00012727566263492918;1243,6437099971363;0,00012727566172543447;1442,0257381481802;
17;0,00012727566263492918;1922,346852534418;0,00012727566263492918;1687,1567272259172;0,00012727566263492918;1922,3468525344183;0,00012727566263492918;1839,8450231540496;
18;0,00012727566263492918;1875,856575942537;0,00012727566172543447;1838,5761668842938;0,00012727566263492918;1875,856575942537;0,00012727566263492918;1672,216580437791;
19;0,00012727566263492918;1756,973534058333;0,00012727566172543447;1446,5242358637624;0,00012727566172543447;1756,973534058333;0,00012727566172543447;1645,4142428095329;
20;0,00012727566172543447;2138,902106136085;0,00012727566172543447;1934,157386172917;0,00012727566172543447;2138,9021061360854;0,00012727566263492918;2130,7810043073987;
21;0,00012727566172543447;1902,1735830289558;0,00012727566263492918;1727,6617058933798;0,00012727566263492918;1902,1735830289556;0,00012727566263492918;1454,5688069259597;
22;0,00012727566263492918;1928,7898606935069;0,00012727566172543447;1496,2269766639588;0,00012727566263492918;1928,789860693507;0,00012727566172543447;1918,8148730732992;
23;0,00012727566263492918;1934,6174493274539;0,00012727566263492918;1787,7322555341734;0,00012727566263492918;1934,6174493274539;0,00012727566263492918;1922,979537909735;
24;0,00012727566263492918;1875,453207752943;0,00012727566172543447;1627,8246450055549;0,00012727566172543447;1875,453207752943;0,00012727566263492918;1835,2761893848656;
25;0,00012727566263492918;2000,8297972307762;0,00012727566263492918;1854,239318900533;0,00012727566172543447;2000,8297972307757;0,00012727566263492918;1778,4922293669053;
26;0,00012727566263492918;1882,4392926207656;0,00012727566263492918;1615,3814698371816;0,00012727566172543447;1882,4392926207656;0,00012727566263492918;1584,0328825748666;
27;0,00012727566263492918;1796,569604297104;0,00012727566172543447;1550,0320595723356;0,00012727566263492918;1796,569604297104;0,00012727566263492918;1468,2814145047464;
28;0,00012727566263492918;1783,5542008152051;0,00012727566263492918;1612,2242006452366;0,00012727566263492918;1783,5542008152051;0,00012727566263492918;1842,5741410423211;
29;0,00012727566263492918;2935,764995090489;0,00012727566263492918;2198,497693460505;0,00012727566172543447;2935,7649950904893;0,00012727566263492918;2603,8873999113594;
30;0,00012727566263492918;1388,7790537581182;0,00012727566263492918;1155,6821912755636;0,00012727566263492918;1388,7790537581182;0,00012727566172543447;1284,663285345984;
31;0,00012727566263492918;2507,126778483753;0,00012727566263492918;2052,2150013949527;0,00012727566263492918;2507,126778483753;0,00012727566263492918;2078,916064600121;
32;0,00012727566263492918;1283,1957317256224;0,00012727566263492918;1144,8333989942985;0,00012727566263492918;1283,1957317256224;0,00012727566263492918;920,0909221371267;
