




============================================================================
Função: Griewangk
============================================================================
parameter;GEOreal1_O;GEOreal1_P;GEOreal1_N;GEOreal2_O_OI;GEOreal2_P_OI;GEOreal2_N_OI;GEOreal2_O_DS;GEOreal2_P_DS;GEOreal2_N_DS;
==========================================================
===> f(x) médio para cada NFE:
NFE;GEOreal1_O;GEOreal1_P;GEOreal1_N;GEOreal2_O_OI;GEOreal2_P_OI;GEOreal2_N_OI;GEOreal2_O_DS;GEOreal2_P_DS;GEOreal2_N_DS;
500;53,46915386758575;152,38871371223001;131,5884092699296;11,224485002737813;141,13807859427376;140,83175237454293;22,00183800222485;159,29117034806342;156,32607330962784;
1000;15,550819734872544;119,90222634190688;83,04538918551916;1,9457849747875957;93,16135547127196;95,8629544177012;2,4296177468951417;112,55994161658495;88,9248284152777;
1500;5,295488911331799;98,69125683250462;51,772841040984574;0,3254832081154811;62,69144549118446;64,30304694363954;0,28696045154351824;81,31826475826045;64,97203886375242;
2000;1,7602336183569491;81,5519015089191;32,331162882998996;0,060889843917037466;43,712935954510094;44,470418595947265;0,06766213754782441;61,38882590661335;41,76620130533022;
2500;0,4690640428835384;68,83630618167372;20,788723979422414;0,039355548261965655;28,906472224199952;30,84190242102688;0,0199306077260934;44,64657366387703;32,31384252688436;
3000;0,19053359280795235;57,743900527323056;13,770362904834354;0,000259407224811099;20,477381754441435;21,740835226231024;0,019925409927401036;33,879241016399426;23,2922999685298;
3500;0,024325720800094642;50,05609584236046;9,442062237011452;4,987793005284402E-09;14,593381936149887;15,799826896143093;0,0001332566228700216;26,294068324445718;19,078641497580698;
4000;4,010844043449424E-06;44,166075935537776;6,385104002717501;4,547473508864641E-15;10,868923859718992;11,900965676943219;2,108315430575658E-06;20,449720410267545;14,574266920665348;
4500;2,617892967293756E-07;38,481728719052;4,589055116099484;0;7,963572533999104;8,771054753527286;7,13481540515204E-11;16,252784734998528;12,055002872119733;
5000;1,7176377582472925E-08;33,91968755909459;3,5411707410385556;0;6,234030233666848;6,546912568773916;1,7053025658242404E-15;13,171381479542685;10,251964354005308;
6000;7,056257800286402E-11;26,51061854097168;2,3232327287828203;0;3,9057421861863215;3,685862040034038;1,4210854715202004E-16;8,552700649693355;7,142190818052951;
7000;4,646949491871056E-13;21,43631331597162;1,541891274969895;0;2,623448716996587;2,3001376390501096;0;5,511615481062964;5,073807001792192;
8000;9,379164112033323E-15;17,610555118806854;0,9710506826317179;0;1,4589606588030484;1,446812593310551;0;3,9610185924105767;3,7389922272706393;
9000;4,973799150320701E-15;14,971815903716855;0,6363105071438845;0;0,9596377775015941;0,9800775174980874;0;2,623221823687814;2,7949112932397413;
10000;3,9790393202565614E-15;12,581578208532642;0,47860040032816714;0;0,7506293971838854;0,7889538543393193;0;2,007666248593451;1,9046128757631562;
12000;1,5631940186722204E-15;8,59825309369032;0,3560815940738702;0;0,32848537643914083;0,36883998314163835;0;1,2856636270662074;1,0565296043887065;
14000;7,105427357601002E-16;6,403558608642368;0,26883360763490133;0;0,17358560578567547;0,18155285392427487;0;0,8392383521596908;0,6778354306563322;
16000;5,684341886080802E-16;4,917196626615085;0,25010235140327663;0;0,0804221982344103;0,07062393793284542;0;0,4552325136261004;0,45837703723610174;
18000;2,842170943040401E-16;3,866879490474379;0,23624452652971656;0;0,020181351401322017;0,059156107520255574;0;0,248941509383762;0,3033220404859304;
20000;1,4210854715202004E-16;2,8763298192166076;0,22665230447207946;0;0,00629842482919301;0,01966781070902755;0;0,13925431083775677;0,2134897800265668;
25000;1,4210854715202004E-16;1,5872864758276657;0,21317587952640493;0;4,847890977544011E-12;3,4969344596902375E-07;0;0,0593168313390926;0,034552918704728056;
30000;1,4210854715202004E-16;0,9808571288352397;0,20339551832837585;0;8,384404281969182E-15;3,824567329502315E-12;0;0,024917023814562213;0,00025019342556106497;
35000;1,4210854715202004E-16;0,5217323012806129;0,19865343073939287;0;3,9790393202565614E-15;5,968558980384841E-15;0;1,6588640875170313E-07;1,3129870254147136E-07;
40000;0;0,3192475725505203;0,19204162136915032;0;2,415845301584341E-15;2,842170943040401E-15;0;1,2749836741932086E-11;1,4210854715202004E-14;
45000;0;0,16934579415826448;0,18889078693078432;0;2,1316282072803005E-15;1,7053025658242404E-15;0;9,947598300641404E-16;1,1368683772161603E-15;
50000;0;0,16010449767170884;0,18132796407573123;0;1,2789769243681803E-15;1,1368683772161603E-15;0;4,263256414560601E-16;7,105427357601002E-16;
55000;0;0,14772542845892175;0,17516785751369354;0;1,1368683772161603E-15;8,526512829121202E-16;0;1,4210854715202004E-16;4,263256414560601E-16;
60000;0;0,11141679731762011;0,17144401161258188;0;7,105427357601002E-16;7,105427357601002E-16;0;0;2,842170943040401E-16;
65000;0;0,10773443210157112;0,16811928915117547;0;4,263256414560601E-16;7,105427357601002E-16;0;0;2,842170943040401E-16;
70000;0;0,10633159947769315;0,1661823630864923;0;2,842170943040401E-16;2,842170943040401E-16;0;0;0;
75000;0;0,10630699519349093;0,16280822907636364;0;1,4210854715202004E-16;1,4210854715202004E-16;0;0;0;
80000;0;0,1045137448041335;0,15755718140857283;0;1,4210854715202004E-16;1,4210854715202004E-16;0;0;0;
85000;0;0,10304856900488474;0,15456756957495613;0;1,4210854715202004E-16;1,4210854715202004E-16;0;0;0;
90000;0;0,1004053546215006;0,15287284009032576;0;1,4210854715202004E-16;1,4210854715202004E-16;0;0;0;
95000;0;0,10001842452776373;0,1510899954157668;0;1,4210854715202004E-16;0;0;0;0;
100000;0;0,09927466154059701;0,1500719062069878;0;1,4210854715202004E-16;0;0;0;0;

==========================================================
===> Melhores f(x) para cada execução:
execucao;GEOreal1_O;GEOreal1_P;GEOreal1_N;GEOreal2_O_OI;GEOreal2_P_OI;GEOreal2_N_OI;GEOreal2_O_DS;GEOreal2_P_DS;GEOreal2_N_DS;
1;0;0,07695617311296132;0,18877604728372432;0;0;0;0;0;0;
2;0;0,07805425414514389;0,1768527264833324;0;0;0;0;0;0;
3;0;0,0984149265532892;0,12544924490215692;0;0;0;0;0;0;
4;0;0,0682327736720012;0,15568358558363116;0;0;0;0;0;0;
5;0;0,10435519340811084;0,1451982282376818;0;0;0;0;0;0;
6;0;0,11687283289040806;0,12133741808416687;0;0;0;0;0;0;
7;0;0,08819552185673274;0,07668034711024063;0;0;0;0;0;0;
8;0;0,12296283454053025;0,16869192587658688;0;0;0;0;0;0;
9;0;0,1251080086166496;0,13989899369882153;0;0;0;0;0;0;
10;0;0,09380322590936885;0,22281905535790258;0;0;0;0;0;0;
11;0;0,08815815177273834;0,16472404738851054;0;0;0;0;0;0;
12;0;0,10717594323354973;0,206217263471018;0;0;0;0;0;0;
13;0;0,09714893146143311;0,1444539599472563;0;0;0;0;0;0;
14;0;0,09343615693236984;0,16699151128806022;0;0;0;0;0;0;
15;0;0,08437538174354131;0,15196654620093852;0;0;0;0;0;0;
16;0;0,10677976433871805;0,18274162906328684;0;0;0;0;0;0;
17;0;0,09058304455304267;0,1359419672587805;0;0;0;0;0;0;
18;0;0,09091631009428625;0,15610917215892783;0;0;0;0;0;0;
19;0;0,08661966155469258;0,16203810359558446;0;0;0;0;0;0;
20;0;0,08208501102725307;0,1580490759985267;0;0;0;0;0;0;
21;0;0,11207838193674746;0,14353785753749548;0;0;0;0;0;0;
22;0;0,09447714485400383;0,12848555194368316;0;0;0;0;0;0;
23;0;0,10602260285161691;0,1320320012681151;0;0;0;0;0;0;
24;0;0,06715092423789315;0,07204245067892856;0;0;0;0;0;0;
25;0;0,08031867793989278;0,12986396830851277;0;0;0;0;0;0;
26;0;0,10605959366957052;0,14116093590111944;0;0;0;0;0;0;
27;0;0,1360806474955112;0,11361189199332244;0;0;0;0;0;0;
28;0;0,09512748820548467;0,13420367553063528;0;0;0;0;0;0;
29;0;0,10794472829827839;0,17548839485746726;0;0;0;0;0;0;
30;0;0,07690176736220877;0,13330960675297376;0;0;0;0;0;0;
31;0;0,15546867467598702;0,12049954539966734;0;0;0;0;0;0;
32;0;0,11089483761779206;0,17819230851149115;0;0;0;0;0;0;
33;0;0,1025347457678123;0,16960857667393014;0;0;0;0;0;0;
34;0;0,08922301073799588;0,09930714807817509;0;0;0;0;0;0;
35;0;0,12118159910795612;0,1448629813166633;0;0;0;0;0;0;
36;0;0,13046139074567265;0,07410932632365075;0;0;0;0;0;0;
37;0;0,05001485341922063;0,10946538931026595;0;7,105427357601002E-15;0;0;0;0;
38;0;0,10150836366795346;0,12678963827175949;0;0;0;0;0;0;
39;0;0,08432643706899512;0,16699985869097844;0;0;0;0;0;0;
40;0;0,11997189763683735;0,12738859429800442;0;0;0;0;0;0;
41;0;0,10607415479466198;0,1562239413370179;0;0;0;0;0;0;
42;0;0,10493340882862867;0,18450900922177738;0;0;0;0;0;0;
43;0;0,09639313347537382;0,18652039604172188;0;0;0;0;0;0;
44;0;0,12083541783125185;0,219486930898249;0;0;0;0;0;0;
45;0;0,10443653631894989;0,15033397355174571;0;0;0;0;0;0;
46;0;0,1102525177673499;0,11616048834773807;0;0;0;0;0;0;
47;0;0,06615866894950528;0,20291244509972728;0;0;0;0;0;0;
48;0;0,07275590936194476;0,12437495635443696;0;0;0;0;0;0;
49;0;0,10556581269606369;0,213727452145406;0;0;0;0;0;0;
50;0;0,12834564829186945;0,17776516671559506;0;0;0;0;0;0;






============================================================================
Função: Rosenbrock
============================================================================
parameter;GEOreal1_O;GEOreal1_P;GEOreal1_N;GEOreal2_O_OI;GEOreal2_P_OI;GEOreal2_N_OI;GEOreal2_O_DS;GEOreal2_P_DS;GEOreal2_N_DS;
meanNFE;100001;100001;100001;100000;100000;100000;100001;100000;100012;
meanFX;0,007706717599259706;1,4247221574683555E-06;7,305897480738248E-05;4,997402947207483E-05;1,5700163129948947E-08;5,021875571354896E-06;0,000444884000968464;9,573054033349492E-09;2,8820384654610135E-06;
sdFX;0,008048270402399854;1,5200623642927576E-06;7,035140195149302E-05;6,499452001772065E-05;1,7924290062458077E-08;4,639575056191562E-06;0,0019489827035922198;1,2665228410351308E-08;6,488503464481102E-06;
==========================================================
===> f(x) médio para cada NFE:
NFE;GEOreal1_O;GEOreal1_P;GEOreal1_N;GEOreal2_O_OI;GEOreal2_P_OI;GEOreal2_N_OI;GEOreal2_O_DS;GEOreal2_P_DS;GEOreal2_N_DS;
500;1,2921886888837306;5,736052596620766;0,46423846453963713;0,5193536318172532;290,532449840249;1,01979734754771;0,3440741926896916;328,9119777426165;0,9508316884653921;
1000;0,47288381727015455;0,4393943632827623;0,13804866219984477;0,30135865363641434;179,32892748189118;0,812076497123088;0,29081419805529635;232,29700048519848;0,421904527406424;
1500;0,40691510406318626;0,27924602211688493;0,10465513317933596;0,15194986158928925;106,40695507668053;0,7183184745592501;0,2617678030317979;159,04917482060796;0,3723682818408289;
2000;0,140545289681541;0,16142916923825282;0,09623970188156396;0,12323052806244339;63,74462526227278;0,6260058110425306;0,1495883006161817;107,6820174361719;0,25707251253073726;
2500;0,13566555050921272;0,11987088314924543;0,0900562373424984;0,1015782994691202;37,42782677883098;0,4602338148466111;0,1335238433033515;70,52949611231843;0,1457482818080277;
3000;0,11713807733826995;0,09187058491265476;0,08855876075908312;0,08009433787323843;21,225624264109157;0,3865232833826608;0,11989925069273465;46,11057648654979;0,1276910173481609;
3500;0,10666252938795198;0,06258555772241306;0,011765541671725494;0,06658677384768416;11,45917479712765;0,3539643294705894;0,1092631727633325;30,187742924535073;0,0816159808678759;
4000;0,09898921146772068;0,017013491100899822;0,00583900849589382;0,05757163216399949;5,773628010582343;0,335771265226248;0,09987284864091191;18,841251854371;0,07218338613576356;
4500;0,09623780994786166;0,006302468449235472;0,004526581994694696;0,05106762629752981;2,86017893108157;0,31378379624238595;0,09209600602620797;11,607908934204854;0,06225204485500924;
5000;0,09135885469521382;0,0037023224843345075;0,003782371184752773;0,044222672524864996;1,2737721603762173;0,19639106818980448;0,0857168226512267;6,9767315407455355;0,05475994164014859;
6000;0,07048048835184803;0,0015839070919834895;0,0024320078051345965;0,03461311194268275;0,41956382280812676;0,16857465622184153;0,07510955066307322;2,4904255851658887;0,044158996062836554;
7000;0,06403675209805555;0,0007629140248906881;0,0016832736970342653;0,029771892499785152;0,26399674321467353;0,1371278187167005;0,06547947717034601;0,8016203935704981;0,03798607448639694;
8000;0,05578161952675249;0,000736646871108664;0,0014261731159284634;0,02320801349220538;0,1725242386646516;0,023296585836812787;0,057695910582522575;0,3497928504603186;0,033618956528400044;
9000;0,04989644662756718;0,0006058238775472751;0,0013579551862879353;0,015627670393458457;0,11494667803606838;0,014338140947578806;0,05176023397920784;0,22957272884622687;0,031008215586857246;
10000;0,0423718451994339;0,00046279898643647335;0,0011660688246578905;0,013320379751812909;0,07536243467802203;0,01155219561050108;0,045912606172649265;0,15566154241461463;0,027482959867639028;
12000;0,03573974680473401;8,15802294667978E-05;0,0009628301557548002;0,011264800385101786;0,03370932744339444;0,010444428901627317;0,03730818908875485;0,07632123973976036;0,021342183331972086;
14000;0,03214723652080627;6,521779469985804E-05;0,0008176841929637012;0,007676413087328392;0,01976599711603847;0,008674930087650605;0,03137246498808811;0,03796945369130686;0,01780350082383155;
16000;0,03046381151270469;6,172164420832003E-05;0,0006987877647662999;0,005936169950441949;0,012695683421605534;0,0021773716199340954;0,0256575757959512;0,019902752366806033;0,012792320567524324;
18000;0,026514427529062034;1,6879899333633384E-05;0,0006477590228514105;0,004145438664785431;0,00829930966253066;0,001495894627989327;0,021395218793506223;0,012064165828464722;0,009502176682766142;
20000;0,02483020914156565;1,2095896997716623E-05;0,0005407543968285141;0,003072289355932829;0,005833502377544772;0,0013531750563936045;0,017952394419967502;0,007813057057125102;0,00835828915033911;
25000;0,023305393553745203;6,717420174081193E-06;0,0004146358317707107;0,0010946995795978285;0,002337019989159223;0,00044256248960120286;0,01289440700239891;0,0028185822868261904;0,005129204142058463;
