============================================================================
Função: Beale
============================================================================

1...2...3...4...5...6...7...8...9...10...11...12...13...14...15...16...17...18...19...20...21...22...23...24...25...26...27...28...29...30...31...32...33...34...35...36...37...38...39...40...
==========================================================
===> Média de NFE, média de f(x) e desvio padrão de f(x):
parameter;GEOreal1;AGEO1real1;AGEO2real1;
meanNFE;100001;100001;100001;
meanFX;0,0006140005092017304;0,017799363316878015;0,0035136956428870243;
sdFX;0,0006150571157580983;0,017677808264422595;0,0036630089647238834;

==========================================================
===> Médias para cada NFOB:
NFOB;GEOreal1;AGEO1real1;AGEO2real1;
40500;0,0014129233862279315;0,04954872185652488;0,007428534114522217;
41000;0,0014129233862279315;0,04954872185652488;0,007428534114522217;
41500;0,0014129233862279315;0,04954872185652488;0,007428534114522217;
42000;0,0014083165505696764;0,04954872185652488;0,007428534114522217;
42500;0,00134774479338921;0,04954872185652488;0,007428534114522217;
43000;0,0013417242770163845;0,04954872185652488;0,007372857436446325;
43500;0,0013417242770163845;0,04851078173625514;0,007372857436446325;
44000;0,0012481907131411906;0,04475124442626467;0,007273203029147532;
44500;0,0012481907131411906;0,04402893183025386;0,007273203029147532;
45000;0,0012285133669641595;0,043736386397189055;0,0071977288975086885;
45500;0,0011805916325663796;0,04344280080623081;0,0071977288975086885;
46000;0,001159287666582463;0,04060306434727299;0,0071977288975086885;
46500;0,001159287666582463;0,04060306434727299;0,0071977288975086885;
47000;0,001159287666582463;0,04060306434727299;0,007118785699903689;
47500;0,001159287666582463;0,04060306434727299;0,007118785699903689;
48000;0,001159287666582463;0,04060306434727299;0,007118785699903689;
48500;0,001159287666582463;0,04060306434727299;0,007118785699903689;
49000;0,001159287666582463;0,04060306434727299;0,007118785699903689;
49500;0,001159287666582463;0,04060306434727299;0,006893881561686738;
50000;0,001159287666582463;0,040587909489044185;0,006528661271634309;
50500;0,001159287666582463;0,03983015267910468;0,006351066763948317;
51000;0,001159287666582463;0,03983015267910468;0,006269299629559853;
51500;0,0011284293649057127;0,03876137225749189;0,006221985040639561;
52000;0,0011281668046831267;0,036277600049387834;0,006221985040639561;
52500;0,0011281668046831267;0,036277600049387834;0,006218340073827531;
53000;0,0011281668046831267;0,036277600049387834;0,006038937390219939;
53500;0,0011281668046831267;0,033371110811283515;0,005882677361634197;
54000;0,0011281668046831267;0,029475635491629477;0,005882677361634197;
54500;0,0011281668046831267;0,029475635491629477;0,00580083790058283;
55000;0,00102621323189504;0,028244749736649682;0,00580083790058283;
55500;0,0010185808440198942;0,02809902190553621;0,00580083790058283;
56000;0,0010185808440198942;0,02809902190553621;0,005488702035301604;
56500;0,0010185808440198942;0,02809902190553621;0,005488702035301604;
57000;0,0010128226846657495;0,02809902190553621;0,005437491516451102;
57500;0,0010128226846657495;0,02809902190553621;0,0053624282535368415;
58000;0,0010112697069379782;0,0280029539194604;0,0053624282535368415;
58500;0,001001989003100405;0,027988181030182697;0,0053624282535368415;
59000;0,0009908172259101796;0,027988181030182697;0,0053624282535368415;
59500;0,0009908172259101796;0,027988181030182697;0,005234502796538004;
60000;0,0009908172259101796;0,027988181030182697;0,005234502796538004;
60500;0,0009908172259101796;0,027393410246628225;0,005234502796538004;
61000;0,0009576405877585838;0,027393410246628225;0,005234502796538004;
61500;0,0009576405877585838;0,027393410246628225;0,005058673156431971;
62000;0,0009365770997925739;0,027393410246628225;0,00459592771372821;
62500;0,0009365770997925739;0,027393410246628225;0,00459592771372821;
63000;0,0009365770997925739;0,027393410246628225;0,00459592771372821;
63500;0,0009170595850739111;0,027393410246628225;0,00459592771372821;
64000;0,0009170595850739111;0,027393410246628225;0,00459592771372821;
64500;0,00089638536286012;0,027393410246628225;0,00459592771372821;
65000;0,00089638536286012;0,027393410246628225;0,00459592771372821;
65500;0,00089638536286012;0,027393410246628225;0,00459592771372821;
66000;0,00089638536286012;0,027393410246628225;0,00459592771372821;
66500;0,0008873860124098936;0,027393410246628225;0,00459592771372821;
67000;0,0008758205740150215;0,025387747292346614;0,00459592771372821;
67500;0,0008758205740150215;0,025387747292346614;0,00459592771372821;
68000;0,0008388398881979302;0,025387747292346614;0,00459592771372821;
68500;0,0008266964164577383;0,02453992798124517;0,00459592771372821;
69000;0,0008266964164577383;0,02453992798124517;0,00459592771372821;
69500;0,0008266964164577383;0,02453992798124517;0,00459592771372821;
70000;0,0008266964164577383;0,024242623653886138;0,00459592771372821;
70500;0,0008266964164577383;0,024242623653886138;0,00457899763506583;
71000;0,0008266964164577383;0,023136450260580914;0,00457899763506583;
71500;0,0008155016741281764;0,023136450260580914;0,00457899763506583;
72000;0,0008155016741281764;0,023136450260580914;0,00457899763506583;
72500;0,0008155016741281764;0,02241754907300665;0,0045338967123949485;
73000;0,0008155016741281764;0,02143086164165758;0,0045338967123949485;
73500;0,0007306156938548683;0,02143086164165758;0,0045338967123949485;
74000;0,0007306156938548683;0,02143086164165758;0,0045338967123949485;
74500;0,0007306156938548683;0,02143086164165758;0,0045338967123949485;
75000;0,0007306156938548683;0,02143086164165758;0,0045338967123949485;
75500;0,0007306156938548683;0,02078257494181559;0,0045338967123949485;
76000;0,0007306156938548683;0,02077101243867788;0,004421932957053726;
76500;0,0007306156938548683;0,020739291621884152;0,004421932957053726;
77000;0,0007306156938548683;0,020739291621884152;0,004421932957053726;
77500;0,0007306156938548683;0,020739291621884152;0,004421932957053726;
78000;0,0007306156938548683;0,02070798932265231;0,004421932957053726;
78500;0,0007306156938548683;0,02070798932265231;0,004421932957053726;
79000;0,0007306156938548683;0,02011446620768655;0,004414980567941398;
79500;0,0007207132946395184;0,019615937295845653;0,004414980567941398;
80000;0,0007207132946395184;0,019615937295845653;0,004414980567941398;
80500;0,0007207132946395184;0,019615937295845653;0,004414980567941398;
81000;0,0007207132946395184;0,019604622007211053;0,004414980567941398;
81500;0,0007207132946395184;0,019604622007211053;0,004064873209023037;
82000;0,0007207132946395184;0,019290514865468594;0,004064873209023037;
82500;0,0007207132946395184;0,019290514865468594;0,003988892073191826;
83000;0,0007207132946395184;0,019290514865468594;0,003988892073191826;
83500;0,0007207132946395184;0,019290514865468594;0,003988892073191826;
84000;0,0007207132946395184;0,019290514865468594;0,003988892073191826;
84500;0,0007207132946395184;0,019290514865468594;0,003988892073191826;
85000;0,000692272275066979;0,019290514865468594;0,0039007228456080325;
85500;0,000692272275066979;0,019290514865468594;0,003806237582043724;
86000;0,000692272275066979;0,019290514865468594;0,003806237582043724;
86500;0,000692272275066979;0,019290514865468594;0,003806237582043724;
87000;0,0006863740343376187;0,019290514865468594;0,003806237582043724;
87500;0,0006863740343376187;0,018526073707057247;0,003806237582043724;
88000;0,0006616391046555754;0,018526073707057247;0,003806237582043724;
88500;0,0006245220797602511;0,01803399134283546;0,003806237582043724;
89000;0,0006245220797602511;0,01803399134283546;0,003806237582043724;
89500;0,0006245220797602511;0,01803399134283546;0,003806237582043724;
90000;0,0006245220797602511;0,01803399134283546;0,003806237582043724;
90500;0,0006245220797602511;0,018033661031172644;0,003806237582043724;
91000;0,0006215383709011949;0,018033661031172644;0,003742157789185633;
91500;0,0006215383709011949;0,018033661031172644;0,003742157789185633;
92000;0,0006215383709011949;0,017799363316878015;0,003742157789185633;
92500;0,0006215383709011949;0,017799363316878015;0,003742157789185633;
93000;0,0006215383709011949;0,017799363316878015;0,003742157789185633;
93500;0,0006215383709011949;0,017799363316878015;0,003742157789185633;
94000;0,0006215383709011949;0,017799363316878015;0,003742157789185633;
94500;0,0006215383709011949;0,017799363316878015;0,003742157789185633;
95000;0,0006215383709011949;0,017799363316878015;0,0035648942894036624;
95500;0,0006215383709011949;0,017799363316878015;0,003536036335904636;
96000;0,0006161943790909721;0,017799363316878015;0,003536036335904636;
96500;0,0006161943790909721;0,017799363316878015;0,003536036335904636;
97000;0,0006161943790909721;0,017799363316878015;0,0035136956428870243;
97500;0,0006161943790909721;0,017799363316878015;0,0035136956428870243;
98000;0,0006161943790909721;0,017799363316878015;0,0035136956428870243;
98500;0,0006161943790909721;0,017799363316878015;0,0035136956428870243;
99000;0,0006161943790909721;0,017799363316878015;0,0035136956428870243;
99500;0,0006140005092017304;0,017799363316878015;0,0035136956428870243;
100000;0,0006140005092017304;0,017799363316878015;0,0035136956428870243;

==========================================================
===> Melhores f(x) para cada execução:
execucao;GEOreal1;AGEO1real1;AGEO2real1;
1;0,0013271608703714162;0,0021128703378525257;0,0032702307874501804;
2;4,683446926297814E-06;0,0046940897900408325;0,020307198496490146;
3;0,0015221711382972776;0,02625245083093742;0,0016076832521119775;
4;0,00040445335061656745;0,026830957840539377;0,0029724039908562445;
5;0,000106761949750758;0,013001805381397204;0,0005912056957580271;
6;0,0013141596681833677;0,011808266512777462;0,0009737259446714244;
7;0,0019464646999306193;0,020634137713501775;0,005114233757710198;
8;0,0001898501842390243;0,006993626196046776;0,0023150981710793614;
9;0,00024003940901838695;0,06378861850601511;0,008170054785550749;
10;0,0003372257492647336;0,02643553833044014;0,002182421067343086;
11;5,371737030665109E-05;0,062007258833538255;0,0028611842706096763;
12;0,000902426539694561;0,003937215350668025;0,010207456183017175;
13;0,0007766150382129261;0,019945359669526357;0,00810959626480832;
14;0,0007834828684343145;0,017511724490532534;0,0011761169220419496;
15;0,00035101577532628867;0,007705690294914298;0,004606451775479445;
16;0,0008717305620590821;0,05730421565777984;0,0011726097962518544;
17;0,00015102476647549075;0,01185613621915026;0,006319178217757872;
18;0,0003408981762267056;0,0032014461910320723;0,0004415378642571264;
19;0,0014873274355300036;0,03365356697361016;0,0028315307640343194;
20;0,00025450600232439615;0,008019328370654073;0,0010793963498406962;
21;0,00014685196360326804;0,009123316749466499;0,0023286878630557296;
22;5,298482518163893E-05;0,0071535584784917375;0,0029271011851907777;
23;0,00017796488962919688;0,0018202239131329375;0,001115258105583675;
24;0,0020538812736938016;0,01039174954473829;0,002660986141858246;
25;0,00012417413022238955;0,005169643047282119;0,007285762692730812;
26;0,00013985097264308192;0,008949616837366354;0,003035520447089598;
27;0,00014254690178574548;0,013830512177352927;0,006407894145517192;
28;0,0002849403126700425;0,03620068922759013;0,002374916917372145;
29;7,474002354151194E-05;0,0038249042437811165;0,001969710345372063;
30;0,0015681054474559297;0,014455450479916383;0,004647290543730424;
31;0,00013835422721436398;0,004164362572280411;0,0014219929133809492;
32;0,00024614324390083095;0,006856810567268117;0,0036856360015674276;
33;0,002118942731408831;0,06001236591672654;0,0010358102606636724;
34;0,0007202610661088952;0,02491755594479044;0,004711435125859819;
35;0,00030728301190045175;0,023469152536285297;0,00035460566330539474;
36;0,0012766586193226708;0,007107074012007444;0,0003958101698765509;
37;0,00012910527726303454;0,0026928257025837874;6,530472107818188E-05;
38;0,0005741954728667848;0,0014923796535593421;0,004576946322085726;
39;0,00027388639822994467;0,04047148170938716;8,062594392635334E-05;
40;0,0006434345782379341;0,002176555870159135;0,0031572158491163685;

Execution Time: 15304 ms
