============================================================================
Função: Beale
============================================================================

1...2...3...4...5...6...7...8...9...10...11...12...13...14...15...16...17...18...19...20...21...22...23...24...25...26...27...28...29...30...31...32...33...34...35...36...37...38...39...40...41...42...43...44...45...46...47...48...49...50...
==========================================================
===> Média de NFE, média de f(x) e desvio padrão de f(x):
parameter;GEOreal1;AGEO1real1;AGEO2real1;
meanNFE;100001;100001;100001;
meanFX;0,000559664676575618;0,019161113702646372;0,0029885855223207368;
sdFX;0,0006451856023682432;0,02265387996784058;0,0033148019280609727;

==========================================================
===> Médias para cada NFOB:
NFOB;GEOreal1;AGEO1real1;AGEO2real1;
500;0,12244061502984921;260,5479855521463;1,7214805994602151;
1000;0,054369051826544626;259,6642424942163;1,3515799733222127;
1500;0,040846972098702104;259,34480516396104;0,3204832910761176;
2000;0,026259808022483642;3,287774896647869;0,21909870029034742;
2500;0,0218065348545757;3,1982360778693;0,16273957953276835;
3000;0,020197318411250227;3,0876310580765614;0,1280895752790912;
3500;0,017098362465277475;2,905497580546938;0,12641394299292755;
4000;0,016730885591123835;2,8663411804151964;0,10357890600742686;
4500;0,012631932520048263;2,809485685039919;0,09763737152316604;
5000;0,012067389067775953;2,7926146229525877;0,08807879344850872;
5500;0,009763250750996424;2,7797139562536524;0,07693584570175203;
6000;0,008726914256379144;2,760936829814453;0,07558807877754392;
6500;0,007712608458675011;2,758247523729047;0,07008119496031905;
7000;0,007526342706633643;2,747577751716206;0,06606956193985149;
7500;0,006409431919558306;2,7366276107873135;0,056625477454399394;
8000;0,006121487555881322;2,7366276107873135;0,04673473457010926;
8500;0,005948440878963394;2,7366276107873135;0,04606919357098537;
9000;0,005128281279710985;2,7366276107873135;0,045866730652075006;
9500;0,004856766813892191;2,7317818335721182;0,04473605800810846;
10000;0,004409235633529569;2,7317818335721182;0,03864349244332722;
10500;0,004409235633529569;2,731457592103811;0,038465858842109485;
11000;0,004409235633529569;2,730848135200839;0,03738512026588209;
11500;0,00408724938814309;2,7253561633686565;0,03630029216777526;
12000;0,004056301596965306;2,7253561633686565;0,03213259803377411;
12500;0,004045751885189605;2,6783468751649533;0,03213259803377411;
13000;0,003842538248670666;2,6704570061319104;0,031249112541527433;
13500;0,003549745444022856;2,668082310835185;0,02951798889038661;
14000;0,0034404552408478107;2,665375446394945;0,029274093999127723;
14500;0,00344028109799927;2,661418349962432;0,028289962559264;
15000;0,003280194496531238;2,658729294873591;0,02728469853370413;
15500;0,0031700039192769014;2,6583222956531545;0,027064372426402267;
16000;0,0031197349047250088;2,6552172217790924;0,026944773388421;
16500;0,0026784893712968176;2,6552172217790924;0,025345260274247362;
17000;0,002641325515620714;2,644265537101233;0,025260213327639815;
17500;0,0026049668847366813;2,6316276535603174;0,024276162928647534;
18000;0,0026049668847366813;2,6147884680296625;0,023758510147001432;
18500;0,0025264725749668524;2,614192304714544;0,02330863864821455;
19000;0,0024698391733295076;2,6098656419344777;0,021802015547212505;
19500;0,0023862383005037045;2,607985354332194;0,021802015547212505;
20000;0,002275024844661878;2,607985354332194;0,021657758258208492;
20500;0,0022247627041882207;2,607685804076441;0,021657758258208492;
21000;0,0022247627041882207;2,6063401965854176;0,021657758258208492;
21500;0,0021761028868751437;2,6044298654261446;0,019017670265272225;
22000;0,002166059631347777;2,595367378183168;0,019017670265272225;
22500;0,002166059631347777;2,591713032656383;0,01877576093523437;
23000;0,0020948387977511264;2,591713032656383;0,018763700999778005;
23500;0,0020948387977511264;2,560524338854935;0,018763700999778005;
24000;0,0020300523693853644;2,55420777192023;0,017663985970005555;
24500;0,0020300523693853644;2,55420777192023;0,016758170960076958;
25000;0,0020300523693853644;2,55420777192023;0,016654908601294302;
25500;0,0020300523693853644;0,08848208007364153;0,016654908601294302;
26000;0,0018637074977656096;0,08785183495188682;0,016654908601294302;
26500;0,0018619328492024884;0,08785183495188682;0,0163739341105696;
27000;0,0018619328492024884;0,0778100627868522;0,0163739341105696;
27500;0,0018619328492024884;0,07527707910305888;0,0163739341105696;
28000;0,0017028186773925566;0,07405529214171415;0,01436111937970689;
28500;0,0016833656588699042;0,0719280780602384;0,01436111937970689;
29000;0,0016351783221224244;0,06981275386125625;0,014215479783807416;
29500;0,0016351783221224244;0,05946445593652821;0,014214695087558713;
30000;0,0015954137227833735;0,05946445593652821;0,014214695087558713;
30500;0,0015954137227833735;0,05844260747250494;0,013995216767964504;
31000;0,0015915273368101884;0,05844260747250494;0,013420097550998107;
31500;0,0015915273368101884;0,056682398321936604;0,013097582096445414;
32000;0,0015915273368101884;0,056006109365362745;0,012900875312072523;
32500;0,0015915273368101884;0,05563218714632085;0,012847188521980015;
33000;0,0015886182239419318;0,05563218714632085;0,012744081385761165;
33500;0,0015886182239419318;0,055249896353425546;0,012744081385761165;
34000;0,0015886182239419318;0,05407835073985287;0,012276984133352146;
34500;0,001559311743739908;0,05407835073985287;0,011406705753132589;
35000;0,001559311743739908;0,05407835073985287;0,011261011937186562;
35500;0,001559311743739908;0,05352093803211662;0,011002681933012834;
36000;0,001559311743739908;0,05352093803211662;0,010950691838396453;
36500;0,001559311743739908;0,05352093803211662;0,010950691838396453;
37000;0,001559311743739908;0,05352093803211662;0,010335044632415693;
37500;0,001559311743739908;0,05197061432296807;0,010331387584213576;
38000;0,001559311743739908;0,05182275462414473;0,00981785329742088;
38500;0,0015515453807471566;0,05080832118357754;0,009598844998275983;
39000;0,0015265159296451666;0,05044216005046377;0,009594495179660796;
39500;0,0015265159296451666;0,05044216005046377;0,009594495179660796;
40000;0,0015265159296451666;0,05044216005046377;0,009594495179660796;
40500;0,0015265159296451666;0,05044216005046377;0,008809646988849345;
41000;0,0015225974785037309;0,05040465825506419;0,008809646988849345;
41500;0,0014899844192948874;0,05040465825506419;0,008809646988849345;
42000;0,0014899844192948874;0,05040465825506419;0,008527575146500233;
42500;0,0014276918107829215;0,048737528076796675;0,008463789138491268;
43000;0,0014245730165570862;0,047201203152019235;0,008463789138491268;
43500;0,0014245730165570862;0,04089286303361828;0,008437502890917334;
44000;0,0013801717495393715;0,04089286303361828;0,008423111660869337;
44500;0,0012837717312888508;0,040827708180154756;0,008423111660869337;
45000;0,0012729776674410308;0,0407435568398645;0,008292480764640979;
45500;0,0012436417512428457;0,0407435568398645;0,008102203304757775;
46000;0,0012436417512428457;0,0407435568398645;0,008018126440717843;
46500;0,0012310218262337929;0,0407435568398645;0,007491890652920648;
47000;0,0012197986691288591;0,0407435568398645;0,007491890652920648;
47500;0,0012197986691288591;0,040520043182911254;0,00727299530722965;
48000;0,0012197986691288591;0,040520043182911254;0,00727299530722965;
48500;0,0012185413378439857;0,040520043182911254;0,007260573688577062;
49000;0,0012185413378439857;0,03969261137524299;0,007260573688577062;
49500;0,0012185413378439857;0,03969261137524299;0,007260573688577062;
50000;0,0012033814574663757;0,037021760680970496;0,007260573688577062;
50500;0,0012033814574663757;0,037021760680970496;0,007248857171860491;
51000;0,0011766355362248667;0,037021760680970496;0,00686583404838765;
51500;0,0011500160163452962;0,037021760680970496;0,00686583404838765;
52000;0,0011457870024106154;0,037021760680970496;0,006738886226705716;
52500;0,0011014015444471927;0,03701751539574763;0,006738886226705716;
53000;0,0011014015444471927;0,03701751539574763;0,006738886226705716;
53500;0,0011014015444471927;0,036275117179009934;0,006738886226705716;
54000;0,0010702069220400892;0,036275117179009934;0,006738886226705716;
