




============================================================================
Função: Griewangk
============================================================================
parameter;AGEO1;AGEO2;AGEO3;AGEO4;AGEO1var;AGEO2var;AGEO9var;
16;0,03664842244255018;0,019117787142422293;0,06096632963049864;0,03258557839036069;0,2479613092831391;0,19336434769246247;0,00451519386255117;
17;0,6655391986264829;0,041432483836591705;0,019117787142422293;0,06543738340748306;0,4490130924918777;0,2595280266529443;0,004939485078269135;
18;0,8443987691937254;0,1145803856891231;0,4523232868665571;0,15716574264723682;0,24677602112961916;0,28649516343442716;0,005778998915184963;
19;0,7540459819934721;0,016263204646971507;0,37227141258327023;0,0983549188169267;1,181437441000249;0,004519388458220974;0,004519388458220974;
20;0,20544988491968497;0,15492495664217198;0,18674677041788623;0,17435169417736052;0,7288120634476599;0,07376891234995664;0,0049753184426447605;
21;0,5032201645241104;0,06389167387558425;0,43299451615652484;0,18682732609776287;0,032135587689810396;0,0034049418734501957;0,0034049418734501957;
22;0,03616510227967085;0,008734251670899917;0,06532856896731565;0,03616510227967085;14,70018182069354;0,11052848251525338;0,008532628121392216;
23;0,3362492903511274;0,04018951931036474;0,01033133341898973;0,01033133341898973;0,6407668644811646;0,059124711277301234;0,00422446261289855;
24;0,230163310791885;0,15979604739603415;0,050774726403908454;0,02131001712812597;0,5099957406049401;0,2149281128545396;0,003978157557667283;
25;0,20627636557032492;0,20330073088571843;0,3552329454113806;0,1659783426429935;0,17096845364883417;0,3366365961245378;0,0035323278828693905;
26;0,396733335062012;0,10442896711062732;0,0019659232418319794;0,1755953763711603;0,1256977273505685;0,005144874592827309;0,005144874592827309;
27;0,19910799561055548;0,22368858272512382;0,8980374454962519;0,008734251670899917;0,5894610350398168;0,036259766322886855;0,00741747091401912;
28;0,6645329362541319;0,070835418229235;0,5914288670923828;0,10447357779429423;0,21699743179156272;0,13285131296451935;0,005280814775136089;
29;0,17746328838612813;0,0853407667682281;0,0019659232418319794;0,154439111623087;0,19309399136508032;0,11237062493388184;0,0025635255120870504;
30;0,2524235572583827;0,17149810317566605;0,39646931307746924;0,12399375118959977;0,6270118281437725;0,005369701253413961;0,005369701253413961;
31;0,22024050904203607;0,1515472398693557;0,14119577723981025;0,12166042386417875;0,45135938052092417;0,11836930657874334;0,006074125379952888;
32;0,1292657751859232;0,07447809235035241;0,0019659232418319794;0,17983017302387527;0,13592591296078782;0,0762408120568927;0,005778998915184963;
33;0,0019659232418319794;0,09627681397758714;0,0019659232418319794;0,02949487553026442;0,13020908672572618;0,32958697023594496;0,005681286412634656;
34;0,42808696776269695;0,011312718486025997;0,5930416996722625;0,0830164914339312;0,31621482269510015;0,06112106793841088;0,009019755883001745;
35;0,11361985035597622;0,1002938112146764;0,0019659232418319794;0,029094051662752696;0,3615865764115649;0,005140850425110144;0,005140850425110144;






============================================================================
Função: Rastringin
============================================================================
parameter;AGEO1;AGEO2;AGEO3;AGEO4;AGEO1var;AGEO2var;AGEO9var;
meanNFE;100160;100160;100160;100160;100160;100160;100160;
meanFX;19,95591954636235;16,09629700799327;24,60548563705651;17,45512963283822;24,507013237649392;24,658618161004327;11,359377529823423;
medianFX;18,99776715077686;15,213081184967947;20,97403864469741;17,09699786954117;22,015678594511762;24,007697189233483;11,040605599834478;
sdFX;6,2402136584698935;5,762431823215775;25,300413666646662;6,815550966153758;6,420262654787811;7,178519955613426;2,4512917220385275;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO1;AGEO2;AGEO3;AGEO4;AGEO1var;AGEO2var;AGEO9var;
5;217,17821414599638;217,17821414599638;217,17821414599638;217,17821414599638;217,17821414599638;217,17821414599638;217,17821414599638;
50;210,8196703780418;210,8196703780418;210,8196703780418;210,8196703780418;210,8196703780418;210,8196703780418;210,8196703780418;
100;207,7169977379755;207,7169977379755;207,7169977379755;207,7169977379755;207,7169977379755;207,7169977379755;207,7169977379755;
500;194,37938640059426;200,18432672355834;202,14716870164548;193,42230716066277;137,0334692722504;182,362920139466;168,69633631977123;
1000;168,16564045673363;184,35471008131643;195,49163935789892;166,7487481545384;45,39890058804519;85,99722676910736;85,594543326609;
1500;146,60177927099073;166,60654929238845;189,53518176801586;142,98361920764046;28,681967402399533;47,09065578921025;45,67375169997297;
2000;123,45795770105094;139,37148447502423;177,6546889325447;117,25757432705757;24,761563137121794;27,247431724379464;27,282751155176626;
2500;110,46457454476406;120,81737656294771;167,19911682588057;102,87755302210384;24,536375752618145;25,127941039283094;25,138767271759566;
3000;94,0388260437002;100,01780624311802;154,69927561497897;86,0630958317831;24,50885218892655;24,672482047755828;24,74649487277436;
3500;85,6393660689346;89,55323126882399;148,76578056126684;77,66003231294049;24,50715202082684;24,661424989889394;24,736460933287812;
4000;74,34430654860441;75,98824235572101;136,89145516760573;66,97085055268028;24,507013237649392;24,659013702363602;24,73577664428975;
4500;67,2988703784683;66,81307602888978;128,18091978459492;60,04394236971479;24,507013237649392;24,658659958446865;24,735762613781695;
5000;60,72785657424928;60,14497513411312;119,43797478020024;54,103666433200274;24,507013237649392;24,658621101403213;24,704912676320475;
6000;51,07709991847023;48,869731793152106;106,26609907462435;44,37784965749975;24,507013237649392;24,658618161004327;23,922775809035276;
7000;43,76075509557703;40,36148482180848;94,16967906946772;37,190295668264646;24,507013237649392;24,658618161004327;22,04765741695441;
8000;38,53077754835556;34,4640674214198;84,31727985572071;31,97021960597695;24,507013237649392;24,658618161004327;20,80251639299762;
9000;32,86576824678181;29,225735936494207;75,47076110587516;28,28505715857145;24,507013237649392;24,658618161004327;20,736146414503747;
10000;29,238691964204016;26,424738013661088;70,04904687990638;26,001268901452868;24,507013237649392;24,658618161004327;20,733640287146386;
12000;25,811212216374937;23,20901850296422;60,51343611202822;23,33835050831833;24,507013237649392;24,658618161004327;19,52201668689352;
14000;23,963992071623707;21,79888498338663;49,477082850524646;22,296972767899973;24,507013237649392;24,658618161004327;19,45077497083999;
16000;23,26673329336686;21,20945020740959;42,1900378205307;21,70154860385888;24,507013237649392;24,658618161004327;19,35803336203696;
18000;22,810113496029565;20,87764441961206;37,81184977833983;21,416802151012;24,507013237649392;24,658618161004327;18,670380068586905;
20000;22,694902978066303;20,79054759132841;35,8048621306465;21,344397845685055;24,507013237649392;24,658618161004327;18,236551152577395;
25000;22,60475671315333;20,720501412633883;33,73904391241716;21,280398938562552;24,507013237649392;24,658618161004327;16,886109841036582;
30000;22,58829894616296;20,707235501970125;33,453881009485656;21,268767515472113;24,507013237649392;24,658618161004327;15,881569700950354;
35000;22,585420903490192;20,65442576165742;30,013294104079282;21,24011342932428;24,507013237649392;24,658618161004327;15,027561740882522;
40000;22,470835938256887;20,321563559477088;29,239505313650128;20,955559426113073;24,507013237649392;24,658618161004327;14,466286202085268;
45000;22,470804191575855;19,48639135316874;26,657240290301967;20,835342691906533;24,507013237649392;24,658618161004327;14,098240433126403;
50000;21,39723343335463;18,943479755728;24,86604005025537;20,665980882889198;24,507013237649392;24,658618161004327;13,755350106418675;
55000;20,05623336088655;18,58641525467675;24,648002918090295;20,383221367172467;24,507013237649392;24,658618161004327;13,414856014444904;
60000;19,961029110848916;18,324995755980513;24,613782314460675;20,24030088908712;24,507013237649392;24,658618161004327;13,284457930716542;
65000;19,956786485668708;18,050850219894876;24,607447730558626;19,86989798824275;24,507013237649392;24,658618161004327;13,039425705448414;
70000;19,956053811512174;17,85714458317482;24,605771589385295;19,46393487539198;24,507013237649392;24,658618161004327;13,039425705448414;
75000;19,955931191541833;17,56734314152716;24,605493596289477;19,129906166259044;24,507013237649392;24,658618161004327;13,039262463383583;
80000;19,955919929853266;17,084486707130758;24,60548563705651;18,78551754543249;24,507013237649392;24,658618161004327;12,584463605242808;
85000;19,95591954636235;16,758107699459806;24,60548563705651;18,28594236082377;24,507013237649392;24,658618161004327;11,99808010100128;
90000;19,95591954636235;16,525081266423673;24,60548563705651;18,054891697472378;24,507013237649392;24,658618161004327;11,655200470268088;
95000;19,95591954636235;16,193391779993448;24,60548563705651;18,02761993210207;24,507013237649392;24,658618161004327;11,446018614150127;
100000;19,95591954636235;16,11656297136725;24,60548563705651;17,455470783057933;24,507013237649392;24,658618161004327;11,359377529823423;

==========================================================
===> Melhores f(x) para cada execução:
execucao;AGEO1;AGEO2;AGEO3;AGEO4;AGEO1var;AGEO2var;AGEO9var;
1;18,1466192889974;18,295676348258212;17,317470059409594;18,188938893566018;35,20967873186916;17,944441405000887;10,999798124913532;
2;17,096295019190606;9,014367678832109;11,990064782088268;4,031643089650153;18,973825651460558;17,955753630975174;13,039812607624285;
3;24,0005316336012;19,91085113246305;25,167238597992146;26,133987538820016;32,0225743714951;33,10018556716781;13,047000418827253;
4;27,179649753994205;26,163406811733218;36,18293008976822;21,154913061950964;34,37193984420166;36,339901813628686;15,132504603393734;
5;18,022343795935434;13,089077315921053;21,079443886643055;15,039529716660304;29,08924249246915;24,03272671929532;9,089480096139035;
6;20,971619512181242;8,056616999243445;18,162686146139542;14,04033159461634;20,079579451721166;18,99949828907134;8,129532799852612;
7;17,1305555317007;18,08135134534748;163,68174550251683;11,042204032371892;18,113361131681813;15,097130440961877;7,950452013121989;
8;18,973931381825473;12,251014843441624;20,97403864469741;15,991950776098186;30,00261977738347;43,7793216851872;12,139223109244796;
9;13,867626326038703;16,181458530034007;22,189167176119383;13,025762668267852;30,20148107141483;27,22199189423491;8,984072289143178;
10;23,15999524593537;19,257949800878173;22,176611451507796;21,160399301502245;21,261791943745713;31,419418492862007;14,007185850257862;
11;20,146940491314723;19,252748984982382;19,065835835150992;21,16296656189263;15,098685856891272;19,039733044024388;11,981985691601913;
12;10,063730571585552;13,04651332605038;6,031622611086085;10,063027721234988;20,981376024185465;14,089981692570753;11,964766598934801;
13;11,998807760162258;15,04051731243861;8,950729548428534;9,014353922022636;21,051085153163285;12,121878404946223;13,014054026430834;
14;12,99084188985696;7,170102209929773;15,07382290288222;11,05764974881307;19,99129721267363;23,01995552766366;9,01634041764953;
15;29,180274912560346;28,170424559666035;24,22929785648075;30,196300983138254;32,319246034867675;19,034140218007153;11,027042698550424;
16;20,262585581067206;20,26882649908857;26,35237334507729;27,362030756197825;25,215924023151295;22,083512281784046;6,081610419329685;
17;25,241036305034008;15,067233848992593;20,205588149343093;17,09699786954117;20,23105504210583;29,3305814503741;11,040605599834478;
18;23,043622835358583;17,00231649005341;12,008290358428752;12,081764296018406;16,06553604918824;18,14765926684585;10,042142199089419;
19;15,100717012855718;17,156807087258798;17,142980871535237;18,140236872730547;24,16880634103839;33,36453193462485;9,073901270553208;
20;14,03086635630494;8,097127200336736;26,196699749439254;15,03871810273656;13,867152852919048;18,015865841811056;15,925104796274674;
21;26,04700060911761;19,489075089397033;31,053966717952722;25,657037133650498;25,09253440708506;25,985848907041976;10,984488469878585;
22;33,910621546957785;23,13039098251538;20,082132753082632;22,076072731001467;29,9770645982091;27,968506164172858;10,121273515586893;
23;16,1282942720596;12,057595440191989;14,023287661247366;19,114144731576808;18,90772739033116;22,033615712680643;15,851977927191783;
24;30,163651777258504;27,436722154347322;28,105314539891847;23,1566566540166;30,134563034042284;28,231516089756074;11,040926243125213;
25;24,14733925704924;20,20418244864196;27,179239555946104;30,377984904683387;35,15695642493317;24,007697189233483;10,91632477028304;
26;31,025388843128937;25,153018652051905;39,25771570806752;31,028466012096114;29,090555500820713;38,985640348239784;13,074159370456243;
27;16,082750010993706;10,025430790653786;14,057066529295263;12,05694550961384;20,205619484122295;22,138128814081433;11,936802991938833;
28;18,145864995118558;15,213081184967947;21,252856247854325;14,120951350259581;26,04909519990646;23,221782030607002;10,984975534111932;
29;6,0309197607355145;5,080137703898224;6,064218896192251;5,047541418792051;17,84523984817357;18,04042073232761;7,016896942725559;
30;25,862227688661555;19,612560832561464;24,845498767733083;18,973665998851807;26,880233739011622;31,977857318074264;14,023916648327614;
31;18,99776715077686;13,1629612209723;22,622556524544528;13,006845531136278;20,139236824981403;26,043066249103582;12,027179250903473;
32;15,070611537492162;14,028306397737168;20,14437323092433;17,097854032529845;19,00586068567143;25,09494356993138;8,98278687560019;
33;22,079422559483298;12,121358931567876;26,137158182337558;21,030039015457014;22,015678594511762;20,18931697395641;15,891826526723008;
34;19,09965863599401;12,05694550961384;16,17927373938644;15,13042075520979;38,03431204246395;29,08497535598773;12,122906493622246;
35;15,057074272354306;14,024239615696523;16,008700677787658;12,03120386263253;20,894526485838114;25,910110578919976;10,91515635257791;






============================================================================
Função: Rosenbrock
============================================================================
parameter;AGEO1;AGEO2;AGEO3;AGEO4;AGEO1var;AGEO2var;AGEO9var;
meanNFE;100022;100022;100022;100022;100022;100022;100022;
meanFX;0,000446684823043362;3,4184238303375924E-05;0,0007541740909780704;2,3293546622000707E-05;0,36071078433664;1,1289558779387634;3,188236137757748E-05;
medianFX;0,0003376603839347364;1,8273875128587248E-05;0,0005508597153950243;6,052344200316405E-06;0,000654517783356211;0,7724124561272245;2,4828680233688943E-05;
sdFX;0,0005415924235630772;4,079098769847609E-05;0,0007689775962865875;3,699448837485345E-05;1,2049597498446756;1,4934364050098219;2,705786204968196E-05;
==========================================================
===> f(x) médio para cada NFE:
NFE;AGEO1;AGEO2;AGEO3;AGEO4;AGEO1var;AGEO2var;AGEO9var;
5;67,11465525141269;67,11465525141269;67,11465525141269;67,11465525141269;67,11465525141269;67,11465525141269;67,11465525141269;
50;37,49294964244225;32,83944396702695;31,39130332945776;40,3813151784716;8,191095205453715;8,731881781280736;21,470577550425443;
100;6,7461152792766965;9,355531802780868;3,473361465512909;1,99499479093408;2,848292423754236;1,5486711025244884;4,069708406498232;
500;0,6107891573294933;0,6541712945221713;1,0160097948824527;0,7995966219462635;0,6657738911451522;1,130687221313006;0,5387455810073781;
1000;0,273881074662983;0,40463242886463535;0,562180189025411;0,3814217387586161;0,4970391501569119;1,1289558779387634;0,2663566977013885;
1500;0,25027409596438493;0,22751889677420392;0,3579233882916644;0,2744621600931296;0,4076237518778668;1,1289558779387634;0,24113399540647212;
2000;0,19857157746066473;0,15694400348066145;0,29184152986568346;0,24103775798547242;0,38641337314086205;1,1289558779387634;0,09350808633447485;
2500;0,11418144803511816;0,12457168615895016;0,22002685752885184;0,18572358194618221;0,38546935233104396;1,1289558779387634;0,06756635265435129;
3000;0,09733210533575971;0,07891602832949213;0,11826831752577827;0,18082923718976313;0,3806330295004215;1,1289558779387634;0,0602811558187004;
3500;0,07246431505477989;0,07623618503669324;0,09976560243380862;0,12063560995370426;0,3788449310891203;1,1289558779387634;0,05725704471112879;
4000;0,06670272243569748;0,06794052172431295;0,08358169250855849;0,0935877117062913;0,37609074956074545;1,1289558779387634;0,036093284230514625;
4500;0,04042528400924323;0,06746059969003404;0,08027015900501155;0,07750998028663084;0,37159753759295155;1,1289558779387634;0,015949275553065908;
5000;0,04020840629756497;0,06322645671532003;0,049810046503478346;0,06873400671460865;0,3708555111464532;1,1289558779387634;0,015774726264505344;
6000;0,03383160458931588;0,05600448843235745;0,045860230214523234;0,034160153461033946;0,36931291650721787;1,1289558779387634;0,012244968463886851;
7000;0,02247362195404673;0,035200635761562966;0,03153590101615118;0,01263755937355129;0,3676798962576388;1,1289558779387634;0,00776158845947436;
8000;0,01498037399898249;0,032539352261845816;0,023727298357588644;0,011425739463831902;0,3669878599560227;1,1289558779387634;0,006840777208819891;
9000;0,011757148517337413;0,02928532224949541;0,02109406619076242;0,010207509664600746;0,3666264693434477;1,1289558779387634;0,004241809156841936;
10000;0,009365716358286941;0,005370640139957597;0,01856204685299589;0,009329960059130926;0,36659402181283646;1,1289558779387634;0,003522885498610197;
12000;0,008946421074901494;0,0035074217244364042;0,013992492314757441;0,008880866433898165;0,36578137652584447;1,1289558779387634;0,0017631325191795287;
14000;0,006219804102939537;0,0010312603459620745;0,013482634732670735;0,004585572390551809;0,36550732947603315;1,1289558779387634;0,0007822281959534595;
16000;0,004242542238007806;0,0008893799016454404;0,00901235774033181;0,0021197508629804073;0,3654018373966584;1,1289558779387634;0,000696221644997707;
18000;0,0032091581964284696;0,0004218459500452157;0,008896428392725073;0,0017250438880169225;0,3645246705626897;1,1289558779387634;0,0004931538258022867;
20000;0,0026982265226889353;0,00040748347871060744;0,0075423081439342145;0,0013809330836802322;0,3634537025724214;1,1289558779387634;0,0003401237415895822;
25000;0,0023219973894645068;0,0003703349006219009;0,005399646788825536;0,00044390265583952703;0,36199706612210325;1,1289558779387634;0,0002162191416226444;
30000;0,0021668287435239637;0,00013841714637564113;0,004974067289918691;0,00017407251045336246;0,36155533187729255;1,1289558779387634;0,00015092338080165179;
35000;0,0017643161509735398;0,0001345081123659105;0,003908904806827704;0,0001522473529612451;0,3613871885910813;1,1289558779387634;0,00015092338080165179;
40000;0,0014654883712392828;7,155966871661703E-05;0,003593857056352258;0,00014166814638564217;0,3613420297935621;1,1289558779387634;0,0001464258478775393;
45000;0,0014654883712392828;6,148467453632397E-05;0,0023909588538799233;5,341857810748395E-05;0,3613420297935621;1,1289558779387634;8,215144155853402E-05;
50000;0,0012584572130824136;5,9468838027759634E-05;0,0023431447939114493;4,46868315263556E-05;0,3610602882857479;1,1289558779387634;7,244438126818385E-05;
55000;0,0011922255586555377;5,777451836951944E-05;0,001860260030359778;4,3606815525245386E-05;0,3610157184855108;1,1289558779387634;6,116349285706364E-05;
60000;0,0010109803635622813;4,415582172052842E-05;0,0017019387480811108;4,1757433046281384E-05;0,3610157184855108;1,1289558779387634;5,844128484671941E-05;
65000;0,0007997219389709383;4,33852297630417E-05;0,0014669961347324482;3,591800019324389E-05;0,36090519607356514;1,1289558779387634;5,487860371547268E-05;
70000;0,0007073004122969695;4,11905419549004E-05;0,0011271287230249073;3,27239167705268E-05;0,36088388758237827;1,1289558779387634;4,437659450702807E-05;
75000;0,000580164141842174;3,945744065172803E-05;0,0010425006641626468;2,521222306035894E-05;0,36088388758237827;1,1289558779387634;4,3648550829770325E-05;
80000;0,0005787485673730764;3,6488871763698935E-05;0,0010339033330741226;2,4332298453298473E-05;0,36083284466009685;1,1289558779387634;4,3648550829770325E-05;
85000;0,0005248943192943142;3,6488871763698935E-05;0,0009210706691009946;2,4332298453298473E-05;0,36080885849587796;1,1289558779387634;4,1099727898436764E-05;
90000;0,000509487288854999;3,56979413279639E-05;0,0007894305595277012;2,4332298453298473E-05;0,36074092883300485;1,1289558779387634;3,7199690709919694E-05;
95000;0,0005083137724215329;3,4184238303375924E-05;0,0007576553987565458;2,3293546622000707E-05;0,3607265435425987;1,1289558779387634;3,7199690709919694E-05;
100000;0,000446684823043362;3,4184238303375924E-05;0,0007541740909780704;2,3293546622000707E-05;0,36071078433664;1,1289558779387634;3,188236137757748E-05;

==========================================================
===> Melhores f(x) para cada execução:
execucao;AGEO1;AGEO2;AGEO3;AGEO4;AGEO1var;AGEO2var;AGEO9var;
1;0,00041965454034162506;1,118248750616245E-05;0,0001646998910453348;7,124241620630472E-06;0,007185278799909618;0,0001531688043498238;3,218849167572097E-05;
2;0,0004788494476197793;2,0303968399015835E-05;0,0014751887813261905;5,490216108160771E-05;0,001566819303140826;0,17135738696366837;4,137588455472557E-05;
3;0,0008339447199724785;5,437146784820956E-05;0,0001646998910453348;1,6529512633522721E-06;7,623185957499665E-05;0,42779700979655716;3,4426180491873114E-05;
4;0,0005942575304785028;0,0001531688043498238;0,00043124205046369033;2,0303968399015835E-05;0,0009298943929538536;5,651647745679222;4,494483669484696E-05;
5;0,000353987574227474;2,25576640389694E-05;7,623185957499665E-05;0,0001531688043498238;0,0010170090780219664;1,0005063782105634;4,137588455472557E-05;
6;4,220673460361349E-06;6,646211204800484E-05;0,0001646998910453348;1,6529512633522721E-06;0,00026612340255253097;0,008746001948369216;8,372710973122832E-06;
